userName,score,at,content
Yayu Risma,1,2024-03-16 05:04:17,Kecewa download aplikasi mitra darat.
app_ Crew,5,2024-03-12 02:27:41,pelayanan sangat baik
Nurachman Satyadi,5,2023-12-19 12:01:55,trmksh utk kementrian perhubungan yg telah mengadakan mudik gratis nataru lagi. semoga tetap berjalan tiap tahun..
Muhammad Nurwahid,3,2024-03-06 05:57:31,Udh masukin nik tapi kursi telah diisi hdehhh parahhhh
Cipto Djati,5,2023-03-14 10:20:07,Mau daftar mudik gratis ko udh habis ya dari jakarta ke jepara.
Muhammad Nurdin,4,2023-12-07 04:08:47,bagus dan mantap
lasmini lasmini,1,2024-02-11 05:04:21,Bintang 1 dulu setelah lancar bintang 5
Lilin Rismi,5,2023-03-19 04:01:27,Sangatt menbantuuu cepettttt bangettt
Nurhayati Nurhayati,4,2023-04-10 01:52:45,Katay batas waktuy sampai tgl 13 tgl 10 ko udah tutup ya udah abis
beni prasetyo,3,2023-03-13 15:33:59,Jadi ngadain mudik gratis gk neh.. Masa eror teruss...
Hasan Udin,1,2024-03-18 15:17:42,gagal mudik gratis Kouta cuma sedikit parah amaat
RIYAN P,5,2023-03-22 01:13:15,Terimakasih mitra darat yang telah memberikan mudik gratis
suwendo aveiro,1,2023-03-13 05:44:20,Baru download d buka eror eror mulu
taufik hidayat,1,2024-03-08 02:00:43,"Gak bagus aplikasinya,"
Erza ramadani,3,2023-03-13 11:51:22,Ga bisa di buka gmna ini min? Udah hari H malah ga bisa ke buka
SETI YONO,5,2024-03-05 14:32:45,Semoga beruntung dapat tiket gratis
Purbo Yuwono,1,2023-03-22 10:17:35,"Ga bisa login,ga jelas 😔😔😔😔"
Awaken Jave,1,2023-03-13 07:20:21,Lemot parahh niat bantu masyarakat apa ngga sihh
samsul channel,5,2024-03-04 03:54:39,Mantap program mudik gratis jya👍
apri onegelo,5,2024-03-08 03:27:49,Sangat membantu masyarakat
Deni Sopfian,2,2023-03-13 10:43:12,"Maaf sy ksh bintang 2 dl ,,,soalnya Saya login aja gak bisa,,,bgmn ini?"
Yono Mr,4,2023-03-13 21:35:54,Eror terus ehh ps bisa langsung tiket abis
Ujang Heri,2,2024-03-29 18:21:23,Login bermsalah dengan rumah mitra darat sedang gangguan. Mhn perbaiki LG.
chazpo orlando,4,2023-03-14 14:10:26,Kok tiketnya sudah abis min
Soni Darmawan,5,2023-03-13 09:39:14,"terimakasih kemenhub,sudah mengadakan mudik bareng2023"
fauzy damhca,5,2024-03-05 03:20:16,Belum ada fitur mudik
Sruput Inspirasi,1,2023-03-13 13:06:37,Ngapa si app dari pemerintah bapuk bgt apapun itu
arto woco,5,2023-12-05 03:57:01,versi 1.1.8 belum ya
Siti Ningsih,5,2024-03-04 13:52:00,aplikasi ini membantu banget
Sumiyati andiawan,5,2023-04-29 10:46:13,Tambahin untuk pantau smua bis akap akdp min
Ibnu Hajar,5,2023-03-13 08:49:59,Kok gak bisa masuk ya
dhimas asmara,5,2023-03-16 01:29:42,Terimakasih Kemenhub untuk mudik gratis
rifa fauzi,1,2024-03-08 15:36:18,Gak guna iming iming doang
Diah Haryani,5,2023-03-15 02:23:48,Terima kasih untuk mudik grtisya dishub
Yogi Sulistio,1,2023-03-17 12:04:48,Aplikasi ga berguna !
Novita Rizky,5,2023-03-15 02:29:20,Terimakasih mudik gratisnya
Ridi Prihatin Prihatin,5,2023-12-17 13:25:22,sangat membantu sekali
jogja variasi,5,2024-03-07 05:19:06,"terimakasih Mitra darat,,semoga semakin jaya dan sukses"
suprapto pato,5,2023-03-16 05:18:43,bagus sangat membantu
siti nurul Laili,5,2024-03-30 01:34:03,terima kasih .semoga lolos verifikasi Aamiin
Hanz Develop,1,2023-03-14 14:25:43,Apaan tiket habis semua
PecintaRoleplay-,1,2023-03-17 02:48:23,"kota saya jember maupun banyuwangi belum terdaftar di mitradarat, payahhh"
Puad Hasan,5,2023-03-13 08:18:23,eror belum ada tanggepan dri jam 1 nungguin
aji putro,4,2023-03-13 13:59:04,Tambah rute bengkulu sepertinya ok
KAIRUL ANAM,5,2023-03-28 06:51:14,Mantap semoga lancar
Muhamad Ramdani,5,2023-03-15 04:50:03,Aplikasi yang bagus
11. Ismunawan Satrio,5,2023-03-30 08:37:07,"Bagus, pelayan terbaik"
Arifin Ucok,5,2024-03-13 05:18:27,sangat bagus dan membantu
iswahyudi yudi,5,2024-03-05 02:46:13,Sangat membantu pemudik gratis
LAYAR TANCEP,1,2024-03-05 02:48:59,"nop ahh, jadwal mudik nya ora jelas"
Ilham Adiyatna,3,2024-01-08 09:55:42,Untuk teman bus tracking bus biskita Bogor tidak ada ya?
Ahmad Suanto,5,2024-03-30 03:18:30,"Terimakasih, sangat membantu"
Fajri HDC20,5,2024-03-06 05:51:13,sangat rekomendasi sekali
Dwi A,1,2023-04-06 12:32:43,Cara mengganti nomor wa untuk mengirim kode otp gimana?
Al-Fatih HerbalistNasa,5,2024-03-05 01:32:10,sangat membantu.. terimakasih
Ariyadi 09,1,2024-03-05 08:52:33,Ga ada fitur mudik gratis.
f_ vlog,5,2023-03-18 04:05:25,Terima kasih kemenhub udah nyekenggarain mudik gratiss
Kamto 123,5,2023-03-15 05:51:47,Aplikasinya susah digunakan.
Nurohmat Wibawa Putra,5,2023-04-01 00:33:02,Admin Tolong dunk adain arus balik Gratis Palembang ke Jakarta/Jawa Pleaseee...masa jawa jakarta aja
Denny Den Gagas,5,2024-03-30 01:27:34,MitraDarat kawan tepat transportasi
Syaiful Anwar,5,2024-03-05 07:38:49,sangat membantu masyarakat dengan ada nya mudik grastis
Sihol Sihotang,1,2024-03-08 02:49:16,Tidak ada rute dari kota Pekanbaru ke kota Medan
Srinastiti Sri,1,2023-03-13 11:47:02,Baru buka ko GA ada tiket gratis HABIS
Widya Khasanah,5,2024-03-11 00:49:12,Mudah2an dapet mudik gratis
Muhammad Jalil,5,2024-03-06 05:18:24,mantap jiwa mempesona
Arie Sasela,5,2024-03-11 23:56:50,Info pergerakan unit akurat. 👍
Yusak Budianto,3,2024-03-06 07:00:30,Mudik gratisnya dah habis
Indra Indra Masyuraa,5,2024-03-06 05:49:47,mantab aplikasi nya
Muhammad Irfandi,1,2024-03-06 14:25:14,Tidak bisa pendaftaran
Kirana Nursyifa,2,2024-03-31 06:36:58,tidak bisa masuk
Khalid Karim,5,2024-03-30 01:27:06,"Alhamdulillah, akhirnya dapat,."
Dewi Soelistyowati,1,2023-03-13 08:22:57,"TGL 13 MARET PUKUL 14.00 SAMPAI 14.30, SISTEM DOWN.... GIMANA MAU PESEN??? INI SAMPAI PUKUL 15.22 MASIH BLM BISA, ADA SOLUSINYA MIN?"
Riki Arisman,5,2024-03-07 00:40:20,Semoga dapat tiket mudik gratis..
rianyanto corex,4,2024-03-03 17:56:02,Simpel dan mudah
Ricko Rian Refansa,5,2024-03-07 01:03:08,Terimakasih banyak mitra darat
Dafa Fahrezi,5,2024-02-29 03:45:38,Ditunggu min mudik gratis lebaran 2024
Pak rip Suripno,5,2023-03-12 21:23:12,Mohon bimbingannya jika ada kendala
KARISMA Ayam Geprek,5,2024-02-25 08:32:39,Bismillahirrahmanirrahim semoga bermanfaat dan bisa membantu Anda
Yudi Yanti,1,2023-03-13 14:32:34,Tidak bisa login gimanaya?
Fuji Triyana,1,2023-04-20 04:22:45,"Saya mau laporan semalam pas turun dari terminal jepara saya kehilangan tas ransel warna hitam berisi baju lebaran satu keluarga dan barang lainya, saya penumpang bis mudik gratis dari kampung rambutan, udah lapor kehilangan tapi belum ada respon mohon ditindak lanjuti. apabila ada yg membawa/menemukan tolong hubungi saya. 😢🙏🙏"
Andi Sulardiyanto,1,2024-03-30 01:06:47,gangguan terus
Leonel Silitonga,5,2024-05-05 07:41:17,sangat bermanfaat
Chaerul Umam,5,2023-03-10 08:59:15,Semoga mudik tahun ini lancar
Muhamad Aziz,5,2024-03-17 05:43:33,Tiket gratis oke mah
Addie Alfatihi99,5,2024-02-19 02:45:55,Mudik gratis lebaran 2024 kapan dibuka ?
Kaimo Slamet,1,2024-03-15 18:05:52,Percuma. Program mudik isinya calo semua.
Rio Alexander Siahaan,1,2024-04-15 10:31:59,Ngirim aduan kok ga di respon
Nabil Firmansyah,5,2024-03-08 23:29:07,bissmillah dapet tiket gratis
Miana Mia,2,2023-04-19 02:49:21,Saya berharap lintas Sumatra di adakan
Viki Mayanfa'uki,5,2023-03-12 00:03:49,"Min, knp belum ada menu mudik gratis?"
Pujiono Pujiono,1,2023-03-13 09:03:58,Kasih bintang 1 dulu soalnya apl blm bs di gunakan
markum driver,5,2023-03-27 05:33:58,sangat membantu sekali mksh
Sukardi,3,2024-03-31 08:24:26,susah masuknya
Rovi Eka,5,2024-03-10 01:50:49,"Maaf ka..mau bertannya ad brp bis arus balik dr banyumas ke depok jatijajar,mohon infonya ka"
Safiih piay,5,2024-03-04 05:58:22,Aplikasi yg sangat membantu
Khomsiyah Juni,5,2023-03-13 05:08:08,Download aplikasi ini karna mau daftar mudik gratis semoga dpt kuotanya amiin
Jaya Giri,5,2023-12-19 14:38:29,sangat membatu sekali 👍
Andika SAputra,5,2024-03-10 03:17:08,Goblock aplikasi bnyakan calo dan udah di retas atau bahkan orang dishub sendiri udah bermain danvuk
ALVI,5,2023-12-07 02:16:23,aplikasinya keren
Ernawati Caem85,5,2024-03-06 14:58:58,Semoga bisa membantu orang2 perantauan seperti saya
Mia Mie,5,2023-03-13 16:20:17,"Min terakhir tgl berapa acara mudiknya,,kiranya tgl 20 msh ada ngga ?"
عَبْدُ الْغَفُوْر,5,2023-03-13 07:28:03,mudah dipakai
Eko Nugroho,1,2024-03-12 08:09:03,APLIKASI TIPU TIPU. BUANG BUANG KUOTA....TAHU SENDIRI.PEMERINTAH SEKARANG...
Aisah Akew,5,2024-03-05 00:42:34,LUAR BIASAA APLIKASINYA SANGAT2 MEMBANTU
Dwi Cakri,5,2023-12-06 02:08:35,terimakasih mitra darat Dishub
GoMeeZ_78,5,2023-03-18 05:45:08,Terbantu buat mendapatkan mudik gratisss.
Fadilah Nuraziz,4,2023-03-13 10:10:59,Sangat membantu kami
muhammad al fatih (ucup),5,2023-03-18 02:25:34,Aplikasi sangat membantu
Rahul Najmi,1,2024-09-01 23:33:43,Kerena kmu lambat
Rahmat Saputro,1,2023-03-15 13:45:35,Kenapa tiket habis semua
Susi Masruroh,5,2023-03-30 02:25:02,Terimakasih sangat membantu
Fuji Yans,5,2024-03-08 07:48:58,Terima kasih kemenhub dan ditjen hubdat
Evan Fiardi,5,2024-02-11 13:11:56,Berfungsi baik
Mya Putritama,5,2024-03-16 01:25:56,Pelayanan baik
Eko Putranto,5,2023-04-08 00:00:24,Sangat membantu...Mantap
Ikhwan Zeby,1,2024-03-07 01:08:13,Mudik gratis br buka udah habis piye toh iki
Akasiyem,5,2023-03-14 15:49:51,Kok g bisa di download
Makmur Eri,3,2024-05-02 14:49:42,Susah untuk dptin tiketnya
Imam Rizki,3,2023-03-13 10:53:29,Min kenapa eror ya katanya pembukaan tgl 13 maret pukul 14.00
Rohani Roni,5,2023-03-18 04:49:16,Terimakasih atas pelayanan mudik gratis 2023
Kori Selfi,5,2023-03-13 07:21:16,sangat berarti..mantap
Machroes Aly,5,2023-03-13 08:38:13,"siip, mantaplah. terima kasih ....."
Sigit Lorena,2,2023-12-16 03:17:58,cukup memuaskan
j3j3n jeni (mOa),1,2024-03-14 01:33:45,"parahhh,,selalu jaringan"
Yusron Ali,5,2024-03-09 04:25:45,Thank You sudah dikasih kesempatan 😁
Esti Sri Lestari,5,2024-03-01 13:59:59,pemerintah sangat membantu masyarakat untuk mudik lebaran Idhul Fitri
15 _MUHAMMAD FAHRI DIKA YUDA,5,2024-03-09 04:06:19,Dapat tiket mudik gratis pulang jakarta- semarang
Irma Saputri,5,2023-03-15 01:59:35,Bagus mudik tahun ini
Medisa Defitasari,5,2024-03-16 06:05:35,masyaAllah akhirnya bisa ikutan mudik gratis
Akmad Rasyid Z,5,2023-12-16 12:32:38,Mantap sekali aplikasinya
Ilham ramdani Ramdani,5,2023-03-13 12:07:50,Sangat cocok untuk saya
agus setiyawan,5,2024-03-30 01:26:36,bagus dan membantu
Azkiya Ramadhani,5,2023-03-16 07:53:49,"Mantaaap tiket mudiknya,,trimakasih sukses slalu"
Donna Mutia,4,2024-03-06 11:07:16,Sangat membantu
Diah Purnamasari,1,2023-03-15 14:10:00,Baru didownload udh habid
Nur Hakim,5,2024-03-08 01:24:06,sangat bermanfaat
mochamad rian arianto,5,2024-01-13 05:59:03,Mantap semogah sukses selalu BTS teman bus
A.Hydar,5,2023-04-13 22:49:49,Semoga Berkah dan Selamat sampai tujuan
Fitri Udayanti,5,2023-03-27 05:17:19,semoga kami selamat sampai tujuan....aamiiin
sahabat warung sembako,1,2023-03-20 15:32:16,Be lum bisa login
Edigun95@gmail.com Gunawan,5,2024-03-09 09:03:52,Sangat membantu
Hadi Bagus,5,2023-03-12 20:25:23,OTP nya apa sudah ada kak
Sularto Ato,5,2024-03-07 04:01:31,Ingin mencoba mudik gratis dgn kemhub
m maridi,5,2023-04-15 02:49:11,sangat memuaskan
dagangcrypto baejeh,5,2023-03-13 12:25:15,sangat membantu
tuti nurhay,5,2024-04-02 01:37:10,sangat memuaskan
Mey Arissetiawan,5,2023-03-16 01:36:05,sangat berguna sekali
Daffa Sloew,1,2024-03-18 05:57:48,Susah Masuk Nya Aplikasi Parah
Hendry Darmawan Arianto,5,2023-03-15 02:58:30,Terimakasih kemenhub mudik gratis 2023
Rizky MS16,1,2023-03-13 09:40:35,Aplikasi tolol server enggak jelas
miswanto aja,1,2023-03-14 14:20:59,Yee dapet 4 kursi..giliran ngisi nik kelar tiket habiiis haha
Moyaanti Denizer,5,2024-04-05 18:48:18,Sangat membantu
parwoko,5,2023-03-13 07:56:08,sangat membantu
Kardi Kardisanjaya,3,2024-03-30 01:54:02,inputnya susah boskuhhj
vivi titania,5,2024-03-10 04:07:25,Sangat membantu
Noufal Fajar,3,2024-03-20 23:07:33,Tolong diperbaiki lahi
Hesti Dwi astuti,5,2024-03-11 01:07:55,sangat membantu masyarakat
sartono sartono,2,2023-03-12 17:24:23,Ga bisa login.....
wildan amir,5,2023-12-09 06:31:06,Sangat membantu
Bos Muda,4,2023-03-28 07:27:48,Min mau mudik jurusan surabaya bogor ada gak
MaunG,1,2023-03-16 18:19:54,Mau liat tiket ke mudik gratis mlh eror
Royen Ginting (Real News),5,2024-02-21 01:49:02,"Baru Pakai Dan Baru Instal, Semoga Nyata Spt Impian Yg Di Inginkan"
Ahmad Hi Dayat,5,2023-03-13 07:25:12,memuaskan aplikasi ini
Kang Kuri,5,2024-03-07 01:04:07,sangat membantu bagus
harno family,5,2024-03-04 17:32:32,Sangat membantu kami
Nurdin Atar,5,2023-03-12 17:27:27,Sangat membantu
Ali Mas'ud,5,2024-03-07 04:42:46,Keren..pokok nya mantap!!
Irfan Maulana,5,2024-03-10 01:33:17,bermanfaat bagi semua orang
ruli agung nugroho,5,2023-03-13 16:12:14,Tiket Dari Jakarta Pulogebang Tujuan Kebumen Habis Min
Fitri Yani,5,2023-03-31 03:19:18,Aplikasi yg sangat membantu
oneK jr,5,2024-03-16 21:45:22,Lebih baik lagi intinya
Septian Febi,1,2023-03-13 11:36:49,Aku mau ngecek koq gk bisa2 ya ka
Mohammad Abdul Rohim,5,2023-03-13 09:49:14,Bagus.. Cuman kadang failed..
Dewi Ekawati,5,2023-12-10 05:49:52,"Pelayanan mantap,ramah"
mimin Afilah,5,2023-03-14 08:01:14,Sangat bermanfaaat
Mirayanti Mansyur,5,2023-12-08 05:46:07,Alhamdulillah sangat membantu
Muhamad mahdi ibrahim,5,2024-03-12 09:22:44,Mudik gratis mantap
Kinan Kinanti,1,2023-03-15 03:17:19,Cepet bener kuota dh habis sja...
Muhammad Adya,5,2023-03-19 01:31:27,Mantap dpt mudik gratis
Tri Wanto,1,2023-03-20 00:58:05,Ga membantu sama sekali
Daryanti Handye,4,2024-03-03 09:53:36,Bru mau coba mknya kukasih bintang 4
Catur Desta Firmansyah,5,2023-03-15 07:27:21,"Terimakasihh, untuk mitra Darat"
Pengguna Google,5,2023-03-16 07:24:55,Bagus aplikasi nya
dilon dilon,5,2023-03-15 02:19:34,Jos....makasih untuk mudik gratisnya
Yuga Prasetya,5,2024-03-30 01:06:57,mantapppppppp dapet di Madiun padahal ke jkt
NAURA AZIZA,4,2023-03-13 09:45:54,Knpa aplikasi mitra darat susah di akses?
Jeny Mulyati,5,2023-03-16 07:34:32,Gampang diakses
wahyu wahana,5,2023-03-15 03:51:46,Semoga bermanfaat untuk semua
Daffa aria,5,2024-03-10 02:56:24,Semoga makin lancar
Kisna Dani,1,2024-03-07 09:44:35,Kehabisan tiket padahal baru tanggal seginu
ARYA HARRY,1,2024-07-31 09:31:12,ada supir yang gk kusuka
mario sanjaya,1,2024-03-15 03:31:06,gk perna kebagian tiket mudik jadi maless
Khaira Lubna wafiqa Wadiqa,3,2023-03-13 15:31:31,Ssh masuk ke menu mudik gratis
Ahmad Bagyo,5,2023-12-16 12:21:00,sangat membantu
Ahmad Sehrudin,4,2023-03-13 07:08:46,sangat bermanfat
eko arifiyanto,2,2023-03-23 02:59:38,Susah di akses
Ayesha Haura Sakhi,5,2024-04-15 15:45:15,Puas trhdap layanan mitra darat
ARIF Darmawan,5,2023-03-15 01:53:02,alhamdullilah baru pertama ikut mudik gratis
diyan yuliana h.m,5,2024-03-11 01:04:49,kerenn aplikasinya
Jalan Mlipir,1,2023-03-15 21:51:14,Dari awal udah abis
Pak Nur,5,2024-02-27 05:38:17,Sangat membantu
Tugiyatmi Sumini,5,2023-12-08 01:59:04,sangat membantu
Mulyadi 11,5,2023-12-10 06:09:01,sangat membantu
Hendra Kharisma,2,2023-03-15 05:05:18,Mana gada memasukan kode otp.
Dwi Siswanto,4,2023-03-12 05:54:09,Mudik gratis bos
dunia terang12,1,2024-03-28 22:38:26,Mudik gratis bohong doang
Mulyadi,5,2024-03-08 01:18:20,alhamdulillah dapet tiket
Pae Kembar12,5,2023-03-15 01:42:54,Terimakasih untuk MitraDarat
danang candra,5,2023-03-16 06:55:22,Sangat membantu
Safira Febriyanti,5,2023-03-17 03:38:41,Sangat membantu
Muhamad Rizki,5,2024-03-05 05:42:28,Sangat membantu
fajry project oficial,5,2024-03-11 04:03:43,Sangat membantu
Imam Modot,2,2024-03-14 02:31:10,Sulit di akses ..
Rudi Hartono,5,2023-03-13 08:08:17,sangat membantu
Sutarman,5,2023-03-27 05:30:57,sangat membantu
Darsito Subekti,4,2023-03-13 09:15:30,sangat membantu
Mudah Mahfudoh,5,2024-03-09 01:10:55,sangat membantu
Yana Suryana,5,2024-03-11 01:03:18,sangat membantu
Jemyy Jemyy,5,2024-03-16 04:30:16,sangat membantu
Khusni Mubarok,5,2023-12-15 06:30:58,Pelayan yang nyaman
Reza Erwansyah,1,2023-03-14 04:06:47,Aplikasi gak bermutu
Indah Oktiana,5,2024-03-30 01:09:39,sangat membantu
didi maulana,5,2024-03-30 01:12:04,sangat membantu
Oman Omen,5,2024-03-30 01:03:27,sangat membantu
Hansa Hasbullah,5,2024-03-30 08:13:08,sangat membantu 👍
koirul wijaya,5,2023-03-15 03:13:15,Trimakasih. Sukses selalu
Soewardi Ardi,5,2023-03-13 18:23:35,Sangat membantu
Ninik Ernawati,5,2023-03-13 08:14:30,Alhamdulillah dpt mudik gratis
Jamaludin Abdul Wachid,5,2023-03-15 03:42:45,Alhamdulillah dpt tiket mudik gratis 2023
Erwin Suryoprayogo,3,2023-03-12 16:26:40,Ga bisa login Min..
Fevri Permata,5,2023-03-15 03:17:44,Terimakasih mitra darat
teguh rianto,1,2023-03-22 19:41:23,Mana tiket gratisnya???
Bralink Arif,5,2024-03-14 16:13:57,Sangat membantu
Tri utami,1,2024-03-09 01:22:56,Sangat membantu
Yono Kono,1,2023-03-14 17:16:45,Sudah habis duluan baru 2 jam
Grabku Semarang,1,2023-03-13 23:44:19,"Hebat,baru buka sudah habis"
Nurleli Dharma,5,2023-03-16 07:02:11,Sangat membantuuu😍
eko Sila,5,2023-12-18 01:02:14,Sangat membantu.. 👍
Apip Ginanjar,5,2023-03-13 08:36:01,Dah habis bos tujuan wonogiri
Didik Mawardi,1,2023-03-14 05:37:24,Apakah mudik arah surakarta mazih ada
JYKA Bandeng Organik Khatulistiwa,5,2023-03-14 03:54:05,"Min,, baru saja dowlond kok udh hbis tiket mudik gratis nya"
Haifa Auliatul Pynkan,5,2023-03-15 04:06:34,terimakasih mitra darat
SABAR TEGUH R,5,2023-03-15 06:29:21,Saya sangat terimakasih bangat..
cepi safara,2,2023-03-13 10:41:08,Ini knapa eror terus deh ?
Putra Sobo,5,2023-12-08 00:12:57,Semakin membantu
Muhammad Dwi Laksono,5,2024-03-05 23:31:53,Bismillah semoga dapet mudik gratis
Firdaus Sahlevi,4,2024-02-02 04:01:48,Lumayan akurat lah
Eka Surya atmaja,2,2024-03-16 08:56:54,Tanya ga di respon
Kang Must,1,2024-03-24 05:17:29,Aplikasi gk jelas
Acita Pare,5,2023-03-15 02:24:54,Terima kasih kementrian perhubungan
Gofur Donk,5,2023-03-16 02:02:48,Mantul... terima kasih kemenhub
Bustakul Khoiri,5,2024-03-09 01:20:45,sangat membantu
Suparman Suparman,1,2023-03-14 02:38:43,Eror giliran bisa buka habis
Ning Prihatun,5,2023-03-16 02:48:55,Pertama kali tp bs mudik gratis
Sahrul Firmansyah,5,2023-03-13 10:19:33,bermanfaat banget
Joko Santoso,5,2023-12-08 02:41:04,terima kasih dishub
Mimin Tea,5,2023-04-04 07:09:22,Semoga masih kebagian
Tugi Yanti,5,2024-03-07 21:15:14,Persyaratan mudik gratis dari Pemkot apa aja
eka wahyu margiyati,5,2023-03-13 09:10:06,Mantap lanjutkan melayani masyarakat
Harry Satrio,4,2024-02-26 05:36:01,Kapan pendaftaran mudik gratis di buka..?
Gendon Pamungkas,3,2023-03-13 07:40:58,Min kok ga bisa login?
Atrea Gendis,1,2023-03-11 04:02:25,"G bisa login... Muter""trs..."
Akhmad Abdhillah Sulaiman,3,2024-03-13 01:08:59,Min apakah kouta sudah habis 🤔?
Hany hanoey2525,5,2023-03-16 14:41:57,Terimaskih mitra darat akhirnya dapet tiket mudik
JEFRI FIDYAN,5,2023-03-16 02:33:00,Terimakasih minta darat.
Sani Sanjoyo,1,2023-03-18 03:50:14,"Apl tak ada guna,"
Nurman,1,2023-03-13 12:10:27,Server eror trus
hafidz gaming,5,2024-03-31 04:07:47,ok..sangat membantu mudik
Elisabeth Solikah,5,2024-03-08 11:26:24,Gimana cara berburu tiket gratis
Rini Dwihandayani,5,2024-03-30 01:05:36,mitra darat keren
PRiE Priyatno,5,2024-03-17 02:20:45,pembrangkatan jakarta barat gak ada
Arik Setiawan,1,2023-03-13 16:13:09,Eror teruss down
Riduan Andesta,5,2023-03-13 16:37:46,Aplikasi yg membantu 👍🏻👍🏻👍🏻👍🏻
Ari Widodo,5,2023-03-17 01:18:21,Makasih Mentri Kemenhub atas mudik gratis
Lia N,5,2023-12-06 01:28:00,"mohon untuk wilayah Cepu,Bojonegoro diadakan"
Lucky Fermansah,3,2024-03-06 05:24:38,Gangguan min
Riyatno Yatno,1,2023-04-12 13:35:25,Ga ad yg dre bogor /bandung tujuan kebumen...
Maryadi Aza,4,2023-03-14 08:33:13,Kapan mudik untuk kapal min
Sasikarani Tantri Prasasti,5,2023-03-15 05:00:27,Bagus pelayan nya
Nasywa Asyifa,5,2023-03-15 06:12:26,Pelayanan mantapp
AHMAD TV,5,2024-03-30 01:14:18,sngat membantu
Ridy Irawan,2,2024-03-02 02:41:59,Ulasan ini banyak membantu
Nanik Sumarni,3,2023-03-13 08:03:20,Gk bisa login
kusno wijayanto,5,2023-03-12 13:29:11,Mantap semoga dapat... Aamiin YRA
Isti Zawawi,5,2023-03-13 10:13:03,terima kasih Dishub
Jaka sambung77,2,2023-03-16 06:56:55,Buka mudik gratis ora direspon
Darsono Simbah,5,2024-04-02 01:26:15,trima kasih mitra darat
Umi Salamah,5,2023-12-16 03:45:04,mudik gratis oke
Abnan Muzawik,5,2023-03-13 08:24:12,Jaringan g jelas
Indana Arin,5,2023-04-03 04:42:06,Baru mulai mudik
Kholis W,5,2023-03-08 13:46:45,Mantap tenan
Wahyu Muhamad,5,2023-03-15 04:42:12,Aman dan baik..
ARBI Widhi K,5,2023-03-15 05:35:05,Mantab Semoga Berkah
MAI Frizal,1,2023-03-13 08:32:54,Aplikasi ga jls
Antok Mariyono,5,2023-12-17 14:52:46,sangat membatu
Muzainah Zainah,4,2023-03-13 08:15:53,sangat membatu
Ali Maskuri,5,2023-03-13 07:35:38,"mantaap,sangat membatu"
Sudiyono Sastro,5,2024-03-05 00:02:47,Membantu banget
Nunsurya Surya,5,2023-03-13 07:42:05,semoga lancar
Sandi Urfidoni,5,2023-03-27 06:04:33,Terima kasih banyak
Nurahmat Kbm,5,2023-03-13 07:31:33,Akuny gak bisa di buka..
Santun Pantun,5,2023-03-13 06:48:41,Membantu sekali
Arif Darmawan,5,2024-03-30 01:45:00,saya berkesan dengan ini
Eko Arif,5,2023-04-07 08:22:31,Semoga makin sukses
Sugix Apander,5,2023-03-12 14:00:23,Bismillah.. Mudik gretong
Arif Prasetya,5,2023-03-17 01:29:44,Perbanyak kuotanya dong..
Nayla kasih Cahaya,5,2024-02-21 01:24:14,Cara isi survey bargaimana ia
akbar bhizer,5,2023-04-02 11:50:32,Bismillah mudik tanggal 17/18
Akhmad Waluyo,1,2024-03-06 05:24:47,Ngaada faedah tidakberguna
Witono Gojek,4,2023-03-13 10:44:43,Mau masuk susah
Dani Arianto,3,2023-12-06 23:06:04,Tiket habis muluk
Siti Amsoh,5,2023-03-12 19:22:41,Pemburu mudik grstis
asman radjab suhudia,5,2023-04-01 16:43:07,Salam mitra darat
Nur Rohman,5,2024-03-06 05:54:19,mantap semoga berkah
Isla Hiyati,5,2024-03-14 19:17:14,tidak kebagian
Asep Awaludin,1,2024-04-06 09:35:16,Kaga jelas mudik gratis nya
Achmad Nur Salim,5,2023-03-15 03:28:20,Mudik mantap kemenhub
Al Gibran,1,2024-03-10 01:45:39,Kebanyakan erornya
Karyadi Ady,5,2024-03-06 09:41:48,Mitra darat merakyat .....
Sri Purwati,5,2024-03-08 01:13:58,akhirnya dapat
Laurensius Rony H,3,2023-03-13 08:28:14,Nga bisa login
Muji Jat,5,2023-04-03 09:29:08,Kouta habis trs
Agung Galih,5,2024-03-06 04:44:18,semoga membantu
Virgo Girly,5,2023-03-13 07:29:47,Aga ribet masuknya
Latifah Apriliani,5,2023-03-16 02:16:59,Baik sekali
Idaayu 1972,5,2023-04-05 02:48:15,trmksh mitra darat
Hany Fatikasari,5,2024-03-30 01:06:16,baik sekali
Ahmad Nurohim,1,2023-03-13 14:28:11,Ribet susah masuk
RAJA STB,1,2023-03-15 23:33:04,Yahh sudahlah
MUH HASIM,5,2023-03-16 02:37:19,Semoga sukses
Erik Dicky,1,2023-03-25 03:03:58,Bagus sekali
FAKHRI RIZAL AZHAR,2,2024-09-17 11:47:52,terdapat delay live bus
Aspian Noor,4,2024-09-20 08:23:21,oke
Antonius Calvin Marcelino Sianturi,5,2024-09-26 08:04:31,bagus
Muhammad Mansur,5,2024-09-16 08:26:16,membantu
Lutfi Endrian,5,2024-10-04 13:05:46,Good
Rony Wijaya,5,2024-09-27 06:04:05,Good🤔
Sigit Pramana,5,2024-09-26 03:55:09,Mitra Darat
Burhan Maulana Malik Ibrahim,5,2024-09-21 23:05:47,Sudah bagus
rita chan,5,2024-10-03 01:05:29,keren banget
Tiara Sandi Z S,5,2024-08-27 08:12:10,We love u.
indah lestari,4,2024-09-17 09:43:30,lumayan
