userName,score,at,content,sentiment_label
Hafizhmuh official,4,2023-03-11 14:25:55,login pke emailtp tidk untk masukin tlp gmn,positif
Vita Sakinah,3,2024-03-31 01:01:15,kasih bintang dulukalau depan bagus tambahin bintang,negatif
Mujiyani Yani,3,2023-03-14 01:52:18,program mudik gratis buka kemarin siang pagi ud habis aja,negatif
Sodikhol Abidin,1,2024-03-30 01:59:54,burukaplikasi error,negatif
Dhita Febriana,5,2023-03-17 03:41:46,terima kasih layan nya ramah,positif
Nuri sarumpaet,3,2024-05-18 15:45:16,kalo mlm minggu ato weekend jam operasi hrsnya sampe pkl donk,negatif
aleko ale ale,1,2023-03-17 04:48:54,kmrn email gilir kasih email gk tanggap responnya nunggu loh,negatif
Kurniadi Adi,1,2024-03-17 07:47:07,download lum daftar mudik gratis,negatif
Atik Illah,4,2023-03-15 23:28:59,kabupaten bekas berangkat mudik gratis kak login,positif
Uday Wahyoe,1,2023-03-13 07:12:07,aplikasi yg prematur,negatif
Andika Bestari,1,2023-03-24 15:05:25,percumaudah didownload cek berangkat mudik,negatif
dikri romadon,3,2023-03-14 01:27:55,min ko gak milih tiket gratis nya ya alamat tuju udah tiket gratis nya dah habis,negatif
Sanyoto BejaseNusantara,1,2024-03-12 01:52:08,kecewa dg program moga depan,negatif
Surat Surat,5,2024-03-07 13:09:39,detail tiket gratis habis,positif
Seto Prayogi,5,2024-03-10 04:50:12,daptar ngak ngak kaya tshun gampang banget,positif
Samsul Hidayat,1,2024-03-15 14:50:30,aplikasi gk mutu tanyain whsap kuota mudik gratis gk bales,negatif
Rezky Fajar,1,2024-03-06 06:56:58,tau ahh mudik grtisny habis maasa cepat tangan orang daftar wkk,negatif
Titik Robiyanti,3,2023-03-14 05:58:27,selamat siang minsaya daftar gratis tiket tuju habis yaaak buka yaaa,negatif
Jamaludin 89,5,2023-03-18 13:55:21,aplikasi keren daftar mudik gratis,positif
Hermansyah Eman,1,2024-03-09 14:25:35,aplikasi tuju kota bandung,negatif
Febry Dwi Ardy Putera,1,2024-03-15 08:13:54,mudik gratis buka daftar udh abis aja,negatif
csbono santoso,5,2023-03-13 07:10:23,gilir cari mudik gratis sistem server downgimana nih minberharap banget program mudik gratis,positif
ari yuda tama,1,2023-03-13 09:34:40,ga hbis fikir kuota mudik segitu bnyak nya lgsg habis sketika hnya dalm bberapa jam  mudik motor gaes,negatif
dwi riyanto,2,2023-03-12 17:35:44,login aja susah masuknyapadahal imail udh bener,negatif
Zul Ahmad,4,2023-03-09 14:01:13,knapa login min kode nya ga,positif
Mad Muhamad,5,2023-03-15 03:58:47,terima kasih mudik gratis,positif
edi suhardi,5,2024-03-08 01:13:36,batu pulang kampung halaman,positif
Muhammad Nabil Robbayani,5,2024-05-13 03:47:55,apk bantu masyarakat status kendara sewa,positif
Nur Asiyah Lazuardina,5,2023-03-18 04:18:27,aplikasi mudah cari tiket,positif
Yunus Mulyadi,5,2024-04-01 04:50:19,terus buat bantu yg butuh,positif
Dewi Mahalita,3,2024-03-05 01:19:54,bingung ga ngerti mudik gratis tp gada pilih nya,negatif
arno biru,5,2024-03-05 02:33:59,mudah jalan informasi lengkap,positif
Manarul Hidayat,3,2024-03-16 17:36:46,gimana gambar biru doang ya ga penjelsan,negatif
Hadi Hamudi,5,2024-03-07 01:08:14,alhamdulilla bantu aplikasi,positif
Zainal Arifin,5,2023-03-13 14:54:04,login trus ngak milih tuju mudik,positif
reza pradana,3,2023-03-15 04:53:36,gak tiket dah,negatif
Subkhi Najiyullah,1,2023-04-12 03:01:04,hoax biar download doangtiket mudik gratis nya sebenernya ga,negatif
Marsaid Said,2,2024-03-16 04:50:03,gak masuk tiket mudik gratis tiket penuh,negatif
Kukuh Setiawan,3,2023-03-13 09:31:46,ga si pake notif http failed try min,negatif
Tomy Tomy,1,2023-04-08 19:37:23,gk sih mudik gratis download buka mudik gratis tulis tiket habis,negatif
Joni Kw,4,2023-03-11 03:32:03,udh login tp ga notif masukin wa min,positif
tri purwanto,5,2023-12-09 03:22:07,alhamdulillah mudah guna aplikasi moga manfaat masyarakat,positif
Kalsum Uwo,5,2023-03-18 03:06:35,alhamdulillah dapet mudik gratis terimakasih kemenhub bantu keluarga saya,positif
maman ji,1,2023-03-13 08:15:04,gak login gimana solusi,negatif
Asri Azis,5,2024-07-08 06:22:51,guna,positif
Mistriyani Yani,5,2023-03-31 04:01:33,alhamdulilah aplikasi mitra darat bantu kami,positif
Endah Septiana Wati,3,2024-03-05 18:24:54,mudik gratis terang suka buka tp kn gak menu daftar mudik gratis mitra darat,negatif
puji astuti,3,2023-11-27 02:48:09,parahhh sih tetep gak reprint kertas lembar uji guna,negatif
vit33 Rudz,5,2023-03-18 01:47:41,terima kasih layan nya ramah,positif
teguh hartanto,5,2023-03-14 13:44:12,sya daftar mudik tpi ktrangannya tiket habis sempat mudik gratis,positif
Lina Marlina,3,2023-03-13 06:48:31,buka aplikasi nya koq errot trs,negatif
heris tri wibowo,1,2023-03-25 04:03:28,sory unistall gak bgt daftar mudik gratis server error,negatif
Putut Harmoyo,5,2023-03-12 09:37:47,fitur nya gak muncul min,positif
Okky Hardiyan,5,2023-03-16 02:04:58,terimakasih mitra darat tiket mudik pp motor moga jaya raya,positif
Ayu Lestari,3,2023-03-10 13:00:38,kasih bintang kalo dapet tiket mudik gratis kasih bintang,negatif
Nur Setyawan,3,2023-03-13 10:50:24,http failed sih min,negatif
Kumala Eka,5,2024-08-11 23:44:59,daerah mt haryono koridor nya simpang beller gedung kembar toko orange henti koridor,positif
semut ireng,1,2023-03-13 10:19:38,menu mudik gratis nggak buka,negatif
NIHLATUL AINUN FAUZIAH,1,2023-04-15 22:18:12,pas cek udah habis semua tolong lebihin kloternya,negatif
Sri Haryani,5,2023-03-15 04:45:17,batu rakyat sukses,positif
Aisyah Eva Novianti,5,2023-03-10 11:20:05,icon mudik gratis muncul ya aplikasi min,positif
Eko AE Fishing loss doll,5,2024-03-05 02:17:32,aplikasi mitra darat gk menu mudik gratis thn,positif
putra 123,1,2023-03-13 09:35:24,bener server dr td pagi kg ntar gilir masuk apk kuota habis,negatif
Sofyan Rahardian Dewantoro-006,5,2024-03-19 10:24:59,bantu mobilitas,positif
Atminah Atminah,1,2024-03-26 03:03:16,gak guna gak buka aplikasi,negatif
Yyy Zzz,5,2023-04-14 04:48:33,terimakasih terbang mitra darat,positif
Almaira Sekar,1,2024-03-08 01:31:43,kayak gak dapet tiket gratis motor aja mudik,negatif
Edy Junaedi,5,2023-03-20 01:58:49,alhamdulillah mantaaap biasamudik gratis bantu masyarakat yg mudik,positif
agus garage,5,2024-07-13 02:19:22,ok banget mmbantu,positif
Yuli Yuli,1,2024-03-06 05:28:21,muter muter sinyal nya sengaja,negatif
Den' Az,1,2023-03-14 10:39:10,tlg bantu terang tiket habis pilih tujujan,negatif
Sarmini Mini,5,2023-03-18 02:03:04,layan sang bagus,positif
agung cahyono,5,2024-03-07 14:29:36,sdh coba daftar tpi blm tiket yg ready,positif
Ahmad Atoillah,5,2023-03-17 04:40:01,bantu jalan mudik,positif
Adi Supardi,5,2024-04-11 15:56:20,moga depan tambah armada,positif
Arief Slavia (B 47 UL),5,2024-06-17 03:37:21,manfaat ,positif
aishwa Safaniya,2,2024-03-15 01:04:46,ko ambil mudik gratis poris tangerang jurus palembang gak trus kauto nya udah abis ya,negatif
kaligrafi arab,5,2024-07-21 06:28:50,mantap nitra darat,positif
Anita Anp10,4,2023-03-13 09:02:58,min pas nyari lokasi jemput lokasi tuju eror,positif
Rochim Gb,5,2023-03-15 03:05:12,layan bagus cepat,positif
Rusminah Rusminah,1,2023-03-14 04:51:49,buka menu mudik gratis tuju tangerang madiun klik kosong gilir besok buka tau tau tiket dah penuh gimana ni haha,negatif
Duta Nugraha,3,2023-03-13 09:53:48,arah login google failed,negatif
Andra yani,2,2023-03-13 08:21:12,ga bsa buk apafailed muluuuuu,negatif
Imam Rofi Udin,2,2024-03-06 13:34:51,mah gak lanjut cari knp ya,negatif
Wah Yudi,1,2024-03-30 01:08:14,aplikasi ga jelek ga buka,negatif
MangCek Rana,5,2024-05-16 02:43:51,manfaat,positif
M Syarif,1,2023-03-13 15:47:42,aplikasi sampah hari load gilir buka tiket habis,negatif
Hendro Pringgodani,5,2024-03-10 02:22:47,susah mode bus bos tiket habis jam pagi buka eror  rusa apknya,positif
Deni Nixon,1,2024-03-17 19:48:39,ngga jls respon via,negatif
Wahyu Di,5,2023-03-12 17:11:54,login gak buka,positif
Fatihah Nuraini,5,2023-03-13 07:07:08,udah login klik mudik gratis pilihlokasi tp ga apa ya,positif
Hariy -,1,2024-03-11 01:19:49,susah masuk masuk tiket habis,negatif
Ika Priyanti,5,2023-03-13 15:45:14,layan mohon baik biar langgan puas,positif
Saujana Baladhika,5,2023-12-09 03:04:54,mantapp terima kasih ada mudik gratis moga samkin lanjut warga jakarta dll sukses,positif
Dafa Ramadan,5,2023-03-14 18:36:06,bismillahirrahmanirrahim pulang kampung terimakasih mudah urus kami,positif
Didik Hermanto,5,2023-03-15 03:53:28,alhamdulillah bantu masyarakat terimakasih mitradarat,positif
Nur Kholis,5,2023-04-13 05:27:43,bantu jangkau,positif
Miftah Rohmat,1,2024-03-07 18:07:10,gak menit buka mudik gratistiket habis aja kwkwkk,negatif
Mahfud Gatot,5,2023-03-15 04:49:39,terimakasih kemenhub yg mudik gratis kamivsemoga jaya tunggu mudik bareng ya   ,positif
Khofifatul Mubasiroh,5,2023-03-14 09:47:10,maaf min daftar mudik gratis gak ya,positif
Anwar Kuming,3,2023-03-14 07:51:49,kemarin tgl masuk aja susah pas masuk kuata habis hadeeh,negatif
Narti Narti,5,2023-03-15 01:31:19,terima kasih adakan program bantu,positif
David Reza,5,2024-03-07 12:50:06,mudah dpet tiket app nya mudahn lncar bismillah,positif
Azzam,5,2024-03-05 02:58:54,aplikasi mantab jaya bantu ,positif
rian kashira,5,2023-03-15 01:42:59,moga mudik bantu baikterima kasih,positif
Rendi Ariyono,5,2023-03-28 02:31:04,proses cepat tugas tanggap layan verifikasi ulang,positif
Alisa Suryaningsih,5,2023-05-03 23:32:22,alhamdulillah bantu jalan mudik gratis thun trimksh mitra darat,positif
Yantoreso Saminto,4,2023-03-29 14:08:24,tiket habis,positif
imam ghozali,5,2023-03-13 07:04:00,mantap trima kasih mitradarat,positif
Nazri Ahmadinezad,1,2024-03-08 01:19:19,aplikasi ga banget deh pokok,negatif
Rere Cute,1,2023-03-13 07:12:28,buka daftar tiket mudik tgl maret jam mlah buka gimna ngerjain doank,negatif
Tami Rahmasari Abdul Manaf,2,2023-03-15 01:31:19,aplikasi,negatif
winardi didit,5,2023-03-15 03:15:36,alhamdulillah lancar daftar validasi amin,positif
Dwi Septia,3,2024-01-12 05:10:57,transpakuan msuk kasih bintang,negatif
Sutrisno Spd,5,2023-12-30 10:53:19,mantap kali teman bus mitra darat bunyi ingat kasi tau bus sdh dekat,positif
nawi fadillah,5,2023-03-14 09:19:24,buka pendaftaraan kemarin mudik gratis daftar tiket habis,positif
Mus Lim,3,2023-03-13 09:06:34,min ko failed sih gak muncul masuk hp,negatif
Nurul Fitriani,2,2023-03-13 07:32:38,dafrar masuk akun google susah banget mental,negatif
Yanna Olivia,4,2023-03-13 07:37:42,min ko eror sih min aplikasi ntar tau penuh kuota min,positif
Juniarty,5,2023-03-15 07:09:48,alhamdulillah mudik gratis mksh,positif
SUROTO OTORUS,5,2024-03-07 21:33:23,aplikasi yg bantu pergi,positif
Siti Juhairia,5,2023-03-27 05:42:36,alhamdulillah mudik gratis bbrp gagal,positif
M Sail,1,2024-03-21 03:08:27,tolong balas daftar mudik gratis kemenhub mitra darat habis kouta nya ratingnya nyusul,negatif
Aprilia Pratiwi,1,2024-03-11 00:55:14,cari mudik gratis habis ya gmn sih nih aplikasi,negatif
uts.Suyatno,5,2023-03-13 11:59:37,moga manfaat utk masyarakat luas lahan info jalan darat,positif
Inggit Dewi87,5,2024-07-21 04:21:28,aplikasi mantabs,positif
Toto Prayogi,3,2024-03-30 01:56:08,daftar buka tgl maret jam daftar tgl maret jam ko tiket habis aja ya,negatif
Tubagus Kresno,5,2023-04-12 15:21:44,download aplikasi mitra darat,positif
Dafi Ibrahim,5,2023-03-17 03:41:20,terima kasih layan ramah kaka nya,positif
Mae Mae,3,2023-03-13 01:58:48,min udh tgl nih dftr mudik grtsnya gmna ya klo hasil bntang deh,negatif
Imamkhoiru68,5,2024-03-09 06:06:19,layan nya sanggat bagus,positif
ABDUR ROJAK ROJAK,3,2023-03-14 12:47:53,daftar sdh habis gimana cerita min,negatif
Ari Zamhuri,4,2024-03-10 09:06:59,tiket bersngkat bus,positif
Ang isma,1,2023-03-21 12:47:07,coba bantu min bikin bingung guna kasih yg,negatif
BAYU TZY,1,2023-03-16 04:07:19,tiket mudik habis payah banget mending kemarin,negatif
Eka Yulianto,5,2023-03-26 15:44:00,bantu masyarakat pulang kampung ,positif
burhan Udin,1,2023-04-07 03:51:02,gk download gk daftar tiket habis,negatif
Suryono Diningrat,1,2023-03-13 15:43:34,akun gogel email nggk tolong masukanya,negatif
Hermin Hermin,2,2024-05-02 11:25:01,letak halte baharu,negatif
Ilham Vivo,1,2024-05-06 06:56:30,yg komplen bus listrik tolong ganti bus sm solar,negatif
yulianto Sheila gank,2,2023-03-14 06:23:09,gak daftar,negatif
Azis Hidayat,1,2023-03-13 13:43:24,aplikasi eror susah daftar mudik gratis,negatif
dar yadi,1,2023-03-13 11:43:10,gilir daftar mudik akses,negatif
Nova Puspita,4,2024-03-06 07:42:58,knp terminal poris plawad tanggerang ga daftar,positif
Mukhtar Rudin,5,2023-03-22 22:18:23,mudikgratis jalur palembang malang cek tanggal maret sampe kosong makasih,positif
BulBul Eneste,5,2024-03-09 03:15:24,kerenn mitra darat sek war tiket,positif
Arif Maksum,5,2023-03-13 10:03:56,gampang bnyk bantu,positif
Fajri Subakti,1,2024-06-26 06:38:27,tolong tindak teman bus trans dewata kerap ugal ugalan nerobos lampu merah rem dada,negatif
tony iskandar,5,2024-04-29 02:37:28,lumayan utk semanggi suroboyo,positif
Musri Yatun,5,2024-03-07 01:03:54,alhamdulillah dpt tiket mudik,positif
netral loss,1,2024-03-15 01:22:21,habis knp buka hbis,negatif
Ahmad Sutanto,5,2023-03-13 13:10:47,login ya,positif
Sarah Hidayati,1,2023-04-16 08:25:02,gak login sih,negatif
Heny Prasetyawati,5,2023-03-13 12:33:25,aplikasi mitra darat kemenhub bantu mudik gratis terimakasih kemenhub,positif
Danu Martinus,2,2023-03-14 07:12:14,tiket gratis habis kah tuju gunung kidul,negatif
Najwa Putri Askana Sakhi,5,2023-03-28 05:58:31,layan bagus trimakasih banyak,positif
Raihan Saffa alghifari,4,2024-03-05 03:30:14,kak temu daftar mudik gratis ya,positif
Muhamad Fahrul,5,2023-03-17 03:28:57,aplikasi bantu,positif
sunaryo naryo,5,2023-03-27 06:36:21,manfaat rantau terimakasih perintah ,positif
Sri Umartini,2,2023-03-14 06:59:35,kmren login susah banget gilir bs login kouta habis sedih,negatif
Sadam sadam,1,2023-03-13 16:31:49,buka daftar mudik gratis  jam jam jam udah abis aneh bin ajaib,negatif
Ari Hulemi,1,2023-03-13 07:16:36,log aja susuah banget gimana sih ,negatif
muhammad nurwahyudin,5,2024-04-12 01:59:20,terima kasih mitra darat mudik gratis nya moga mudik gratis lg ,positif
Nilasari Mukti Widya,5,2023-03-13 07:59:19,penuh perjuanganalhamdulillahberhasil,positif
Ika Nurvikasari,3,2023-03-13 08:35:02,pas pesan eror gimana ya,negatif
Faisal Akhwin,4,2023-03-31 07:03:57,min tiket habis hari ga uptadetan nya,positif
Agung Santoso,3,2023-03-15 01:44:06,tiket habis mulu gimana ya min eror ya,negatif
arip saputra,1,2023-03-15 17:03:30,gak ush download udah gak tiket,negatif
Sis Wanto,5,2024-03-05 00:34:05,bantu banget mncari tiket mudik gratissemoga yg,positif
abi zar,5,2023-03-21 04:42:24,asalamualaikum mohon maaf stlh trdftr akun mitra darat masuk nama lokasi nama daerahvyg tuju selesai trsyg sy mana ya posko validasi dftr ulang kota surabaya nya bu mohon tunjuk trimakasih,positif
wakingah annas,5,2023-03-10 13:46:55,sufah download langkah yah,positif
Anto Subi,4,2023-03-12 07:39:04,ga muncul isi nomer hp ya min,positif
Ricky Ramadhan,1,2023-03-13 08:20:28,gw kasih bintang ga login ya,negatif
Raisha gaming,5,2023-03-15 03:24:33,terima kasih bantu mudik,positif
zaenal m,5,2024-03-03 10:52:24,membatugood jobsehat,positif
Hendry Suhanda,3,2023-03-13 09:07:22,login ga try melulu,negatif
lina ambarwati,5,2023-03-15 04:51:29,terimaksih bantu pulang gratis,positif
Doni Effendy,5,2024-03-14 01:05:20,muas,positif
018_Rhindy Bagus prasetya,5,2023-03-14 04:04:12,kasih bintang udah dapet tiket gratisnyahe,positif
Suci febrianto26,1,2024-03-19 00:12:24,ga mudik gratis bener online pake orang sih nih,negatif
JW TENGAH,5,2023-03-18 11:54:02,ngga mudik tiket gratis nya kehabisa sedih ngga jumpa orang tua,positif
FY Chanel,1,2023-03-13 16:38:31,gagal masuk server parah maaf kasih bintang ,negatif
No Username,1,2024-03-13 05:32:25,gak mutu aplikasi bodoh ujung ujung tetep mudik motor wkwwkwk,negatif
Sifak 1922,5,2024-03-10 02:54:07,alhamdulillah bantu nyala mitra darat,positif
Manusia orang,3,2024-02-28 03:31:16,rute teman bus makassar tinggal butuh,negatif
Bunda Aliya,5,2023-12-12 13:51:41,mantap bantu bangeut utk yg rumah tangga rakyat,positif
Tri Mulyatno,1,2024-03-05 08:46:12,fitur mudik gratis gilir udah loging gak sda,negatif
DANU ARINURAZIZ,5,2023-03-15 06:15:50,terimakasih bnyk mudik gratis,positif
wicaksono vinales,1,2024-03-16 03:09:28,calo ambil tiket mudik gratis mudik jual tiket,negatif
Ahmad ali sukron,1,2024-03-31 20:28:27,hubung bantu rim detik kebagianbahkan moda gratis gak bagi kuota bangga bijak perintah gak pribadi,negatif
Risdiana Ana,2,2024-03-05 02:53:43,mudik gratis gk akses ud download pdhl,negatif
Leni Purwaningsih,5,2023-03-28 01:52:18,terimakasih utk mitra darat kemenhub mudik gratis nya,positif
Dwi Sant47,5,2024-03-09 05:34:14,alhamdulillah mudik gratis terima kasih kemenhub,positif
Saimin Min,1,2023-03-14 07:39:22,mudik gratis buka habis setan garong,negatif
Dina Fransiska,1,2024-03-13 02:32:47,error  trus ya aplikasi,negatif
Dewi Rengganis,3,2023-03-13 09:39:39,maaf gak login ya,negatif
Bunga Syifa,5,2023-03-15 02:59:49,mantap layan baikkkkk,positif
Dimas supriyanto,3,2024-03-18 05:18:53,kota berangkat lengkap bandar lampung,negatif
nisa rap,3,2024-03-01 09:03:45,chat customer servise ga bales,negatif
Indra Ramadhan,1,2024-03-09 01:09:41,kwkw ganggu mulu bosen gw rebut,negatif
Ahyana Kusnandi01,1,2023-03-13 09:01:47,daftar mudik gratis tp gabisa mulu,negatif
Nimade Daryawati,1,2024-07-25 22:59:16,susah ya donlowd,negatif
R JOKO UMBARAN,1,2023-04-09 22:59:54,mudik kabupaten tangga lampung selatan gak rantau tangerang,negatif
Dhava Dwi,5,2024-07-29 06:52:11,bantu banget,positif
novian aurelio,5,2023-03-17 04:48:30,mantapjadi mudik gratis nih terimakasih mitradarat kemenhub,positif
NINGRUM DWI PURWASIH,5,2023-03-18 04:26:07,terimakasih kemenhub layan mudik gratis,positif
Muhammad Arham Zamzami,5,2023-03-16 01:39:49,terimakasih mudik gratis,positif
Nurul Panca,3,2023-03-26 03:47:43,harap mudik tahun dg prog mudik gratis yg luncur gub jateng  dirjen perhub ehh kudu sabar lgdkarenakan apk stlh dbuka msh failed aj ya moga kdepannya lbh lg layan masyarakat ,negatif
Ibnu Hakam,1,2024-02-03 22:52:07,lacak bus transbanjarkula,negatif
ahmad sopian,3,2024-03-06 05:25:17,program mudik gratis nya akses,negatif
zahran ramadhan,1,2024-03-30 02:35:02,info nya mudik gratis gelombang tgl maret daftar gilir cek kethabis,negatif
Edi Purnomo,3,2023-03-12 15:32:27,gak login,negatif
Syu nan29 (anto),3,2024-03-09 23:26:22,gimana si min dapetin mudik gratis asa udah abis aja kuota,negatif
Aisyah Nabila,1,2023-03-13 07:51:20,ok terima kasih tetep error,negatif
dhani ndali,5,2023-03-17 06:51:28,aplikasi bantu masyarakat,positif
Andi Zaskia,1,2024-07-12 10:08:01,tolol terminal yg tidaaak kau singgah jangaaan tuliss aplikasi sayaa capeek tunggu tidaak adaa bus yg singgah bodoh sekaliiiii,negatif
Ferdian Mei,1,2023-03-13 08:55:35,apk ga fungsi,negatif
Andi Andi,4,2024-03-29 19:50:31,moga tiket mudik gratis aman teritregrasi,positif
Athalla Khenzo,5,2023-03-19 04:49:41,layan bagus,positif
Gojek Driver,1,2024-03-19 06:07:53,bagus aplikasi ,negatif
Pray Beristikomah,1,2024-03-07 16:33:05,ngasih mudik gratis susah operasi mending ga,negatif
Maulidya Istiqamah,5,2024-03-11 04:12:38,alhamdulillah mudik gratis perintah kota palangkaraya bantu yg pulang kampung lebaran keluarga,positif
Tonny Warteg,5,2023-03-30 03:01:01,mudah bagus ramah,positif
Gondo,5,2024-03-03 10:39:54,bantu cari info jalan,positif
Abdul Haris,5,2023-12-12 15:12:42,aplikasi bagus bantu,positif
n3t1z3n b41k h4ti,1,2024-03-16 10:49:36,maaf coz istri anak ga tiket tolong orang kaya ga beli tiket gratis mitradarat sempat warga yg miskin,negatif
Nur Ikhfan,5,2024-03-30 01:07:32,alhamdulillah manfaat bantu terima kasih ,positif
Sumanto,5,2024-03-06 11:34:14,tiket gratis habis aja min buka,positif
4nime Lovers,5,2024-03-07 02:12:29,bantu saat musim mudik,positif
sukarno id,1,2024-03-07 07:11:17,bismillah ya pesan mudik gratis buka buka habisdan tuju buka dar rezeki ribu langit bumi serta isi cipta tulis lauh mahfuzjanganlah buat curang bani adam ambil rezeki dzolim ucap buat minta pertanggungjawaban kelak akhirat,negatif
Indah Zeki,4,2023-12-15 17:50:16,mudik gratis cek habis ,positif
Rokhadin,5,2024-03-08 07:34:19,alkhamdulillah tiga kali mudik gratis,positif
iwan azza,1,2024-03-24 12:45:28,pagi bukain mudik gratis tiket kaga bapuk lahhh,negatif
Rifqi Maulidho,5,2023-12-11 03:10:21,layan,positif
Margono Gogon,5,2024-03-09 01:11:17,terimakasih mitra darat supportnya,positif
Sukirdi 05,4,2024-03-30 01:26:37,terimakasih mitra darat moga sukses,positif
Victory,2,2023-03-26 12:33:03,puas lot,negatif
Ali Q,2,2024-03-06 05:59:12,buruk login aja susah,negatif
Agus Kurniawan,5,2024-03-08 00:02:23,terima kasih program mudik gratis ,positif
Bakis PGB Gombong Bersatu,1,2024-03-08 10:01:31,mohon arahanya daftar mudik gratis lebaran mudik gratis lebaran untuk orang,negatif
Guntur Eko,5,2023-04-04 20:44:01,tingkat moga manfaat,positif
Uji Kirono,1,2023-03-13 07:58:30,ga loginserver,negatif
Mukil TM,5,2023-03-08 12:25:54,min salah masukin nomer mo rubah nomer telp gimana biar login mkasih min,positif
Jooo Arni,3,2023-03-12 08:08:36,ragam menu tiada salah gmn,negatif
Fitri Muryani,5,2024-03-06 00:01:26,keren batu,positif
Bambang Adi suritno,1,2024-03-05 06:14:05,mana nya ya daftar mudik gratis ga,negatif
widie sargie,5,2023-03-11 02:06:47,info update nya mudik gratis bus,positif
bayu setyo,5,2024-03-06 02:19:13,mudah,positif
parino 05,5,2023-03-12 23:57:33,bantu sukses,positif
Yulita Rahmani,5,2024-03-10 03:31:24,alhamdulillah moga depan,positif
Iwan21 Ridwan21,4,2024-03-04 17:46:32,buka bis mudik gratis cilacap jawa,positif
Syaroni _93,2,2023-03-13 03:47:05,mind masak masuk kota berangkat kota tujuaan bisaa mohon tingkat,negatif
Julya Zuzana,5,2023-03-30 05:03:31,terima kasih tiket gratis nyasangat bantu,positif
Khalimi Ali,5,2024-03-14 01:22:05,gimana nih gak muncul daftar tiket mudik gratis nya,positif
Demi septi Haryanti,5,2023-04-05 00:41:41,alhamdulillah langsung login,positif
Agus Daryanto,5,2023-03-16 04:05:43,program mudik gratis keluarga terima kasih kemenhub,positif
bambang hermanto2021,1,2023-03-13 15:53:19,gilir pas daftar eror mulu,negatif
Muhamad Iqbal Ramadhan,5,2024-03-12 05:16:48,mantap keren mudik gratis,positif
Sriri Wahyuni,3,2023-03-15 02:28:30,login tp gk bagi tiket,negatif
Adhitya Pangestu Esa Ramadhani,1,2023-03-13 11:27:32,failed aplikasi,negatif
Setyo Hartanto,5,2023-03-20 01:21:38,layan muas,positif
Su Warto,1,2023-03-13 10:00:40,erorr ya gmn bs mudik gratis kl kya gin terusaplikasi sampah,negatif
junianti vlog juniyoaa 21,5,2024-03-07 01:03:59,lope banget bantu ekonomi,positif
Ayah Agung Setiawan,3,2023-03-14 07:47:03,masuk aplikasi aja susah,negatif
Riski Rama,5,2023-03-17 04:00:21,layan terimakasih kk,positif
Rustina sufiyanti,5,2023-03-28 03:10:59,terimakasih layan bagus,positif
Gojek Jakarta Driver,5,2023-03-18 02:35:38,layan bagusssssss,positif
maz delonge,1,2023-03-14 08:59:21,gk download apk ya,negatif
ridho,1,2023-03-14 12:05:27,kota tuju mudik gratis pulau jawa,negatif
Nabila Ayu,5,2023-03-17 01:38:05,bantu aplikasi,positif
Handres Diazony,3,2023-03-13 11:07:04,login,negatif
Syendhi Ardiansyah,1,2023-03-13 15:13:21,bintang eror min sedih,negatif
Margono Salim,5,2023-03-16 01:08:14,trimakasih aplikasi bantu,positif
Cak Nur,5,2023-03-13 08:22:54,baik pesan mudikgratis,positif
Wardoyo Abu Hasna,5,2023-12-06 01:04:30,alhamdulillah aplikasi lbh,positif
M Jomb,5,2023-04-13 03:27:00,manfaat guna,positif
Nina Imna (Nina),2,2023-03-13 08:28:03,ga akses,negatif
nur sulaiman,3,2023-03-13 09:30:54,login aja gak,negatif
Misya Ayra20,5,2024-03-04 14:12:32,bantu cari tiket mudik gratis kemarin mudik gratis mitra daratsemoga mudik bareng mitra darat,positif
Nita S Lintak Dengen,2,2023-03-14 00:46:16,kota kota tuju mudik batas ,negatif
Deri Sandra,1,2023-03-13 10:32:09,ga login,negatif
Jun Arto,1,2023-03-13 11:10:50,akses,negatif
no name,3,2023-03-13 07:40:51,http failed mulu knp ya masuk wa jg mohon bantu,negatif
Eep Saepul,5,2023-03-14 03:06:28,bantu mantap,positif
mif munir,1,2023-04-11 21:30:30,gk booking tiket min,negatif
Adjeng Zuldian,1,2023-03-13 06:21:11,nyari lokasi ny,negatif
Budi Yono,5,2023-03-14 23:15:38,bantu rakya indonesia,positif
Darminto Massiv,1,2024-03-08 06:30:52,dr komn yg jelek tuju banget,negatif
Abdul Rohim,1,2023-03-15 02:29:43,tiket habis kirim adu direspon,negatif
Muhammad Nashiruddin Abduloh,5,2023-03-10 11:56:57,aplikasi bagus keren,positif
Bolo Mancing,5,2023-03-13 03:46:19,aplikasi bagus moga manfaat,positif
Humairoh Sholih,5,2023-03-15 01:30:02,alhamdulillah mudik gratis pp terima kasih mitra darat,positif
Lia Fakhri,5,2023-03-16 05:51:30,alhamdukilah mudik kampungterimakasih kemenhup sukses,positif
Sungkawati Puji Astuti,5,2023-03-15 04:10:24,alhamdulillah terima ksh ditjen hubdat thn mudik gratis,positif
Yusup Sulistiyo,5,2023-12-19 10:18:12,keren bantu,positif
Irsaa Anggrainii,5,2023-03-13 16:42:27,minn tiket habiss emang gaa ditambahin,positif
Fathan Abdul hafiz,5,2023-03-15 02:47:49,aplikasi nya mudah,positif
Iqbal Nur Iskandar 052,1,2023-03-15 10:03:30,bis aja udah abis kek,negatif
