userName,content,sentiment_label
tri indriyani,moga mudik gratis thn,positif
Gentong Service,apk gk login,negatif
Rio Anggi,ok sih dapet tiket ny,positif
Syahrul muharomi,otp nya ko ga muncul yah,positif
Jumeno Jumeno,habis tiket yg tujaun jogja solo,negatif
Nouna Esa,min login gk suruh masukin nomor ya trus menunyya cuman chek laik trucking bus gimana min,positif
Luthfito Wisala,terimakasih kemenhub ada mudik gratis,positif
Anuwar Siti,bantu masyarakat,positif
Rohmat Setiawan,ok dapet tiket butuh juang,positif
Aji Putra,mantap mantul manis riah cihuuyy,positif
sigit purnomo,bagus banget sngt bantu,positif
Na na,login aja dah astagfirullah,negatif
Eko Sulistiyawan,mudah kouta mudik,positif
rizki Akbar,terima kasih mitra darat terimakasih,positif
Ary Nugroho,berangkat kota bandung gak,negatif
Anam 66,daftar mudik gratis keren ,positif
Siti Rojiatun,terimakasih bantu rantau mudik dgn gratis,positif
Ikhwan Halim,aplikasi nya bantu,positif
Ulya Lathifah,nggak ngisi data,negatif
Sandy Putro,cakep mantap,positif
setya rini,layan bagus,positif
Arum R,layan bagus,positif
Sugeng Pribadi,layan bagus,positif
Fitriyani Fitriyani,trimakasih mudik gratis,positif
Satria Terlarang,koq eror ya aplikasi,negatif
Yayan Za'i,maaf min tuju arah cirebon ko ga muncul ya,positif
Sukimin Min,buka abis gimn,negatif
Suharto Nanang,alh mdulillahbisa kursi,positif
Wahyu Wahyu,min mudik gratis tangerang surabaya kuwota nya udah abis sedia,negatif
Tasmi Tasmi,gak loging,negatif
Hendy Usmany,cepat,positif
farhan firdaus Labib,muas pokoknyapelayanan ramahtop bgt deh pokok,positif
Arifin Ripen,bantu,positif
Rukiyah rosa,blum yg mudik gilir daftar infalit,negatif
Jay Harsanto,alhamdulillah daftar mudik gratis keluarga terimakasih memudahakan orang moga allah mudah,positif
Hariyanti Hariyanti,terimakasih tri hubung mudik gratis yg bantu,positif
RDD Belang,login solusi kah,negatif
Muhammad Naufal Nur Rizky Ramadhan,terimakasih bantu,positif
Agus Trisno,gak dapet tiket ya,positif
Rohid Hermansyah,trimakasih layan mudik gratis,positif
Khalid Basamalah,lumayan war tiket rebut hbs,positif
Andri Aw,min kog menu juman doank gak,negatif
Mas Legiman,bantu,positif
Arie ghombing,daftar mudik gratis aja susah,negatif
raka alif,gabisa dapet kode otp ya,negatif
EPNU NURCAHYA,kode verifikasi kirim,positif
Dwi Riki Saputra,keren percaya,positif
Keri Keri,min fiturnya nggak yg daftar mudik,negatif
Teo Fantori,layan baik,positif
Alya Kids Smile,mudah mudah lancar mudik,positif
Mitra Tea,gim nih menu aktif mudik gratis tiket dah habis aja,negatif
dhinie fauziyah,bantu terimakasih,positif
Muh Hijrah,aplikasi bantu,positif
Fikri Choirudin,kedip mata habis aneh bru menit abis,negatif
eM Ha,rute lampung-solok,negatif
Dedik Hadi Sesuci,bom menu mudik gratis ,positif
Heri Sumadiyono,top bantu,positif
Agus Wanto,payah daftar mudik gratis susah,negatif
Veronica Susi,terimakasih layan dishub,positif
Eko Setyawan,mudik gratis mnit hbis smua tiket ,positif
ALISYA RAHMAYATI,aplikasi bagus,positif
Malika N,banyak mudik gratis orang kampung orang liburann,positif
Yayu Risma,kecewa download aplikasi mitra darat,negatif
app_ Crew,layan,positif
Nurachman Satyadi,trmksh utk tri hubung yg ada mudik gratis nataru moga jalan,positif
Muhammad Nurwahid,udh masukin nik kursi isi hdehhh parahhhh,negatif
Cipto Djati,daftar mudik gratis ko udh habis ya jakarta jepara,positif
Muhammad Nurdin,bagus mantap,positif
lasmini lasmini,bintang lancar bintang,negatif
Lilin Rismi,sangatt menbantuuu cepettttt bangettt,positif
Nurhayati Nurhayati,katay batas waktuy tgl tgl ko udah tutup ya udah abis,positif
beni prasetyo,ngadain mudik gratis gk neh eror teruss,negatif
Hasan Udin,gagal mudik gratis kouta parah amaat,negatif
RIYAN P,terimakasih mitra darat mudik gratis,positif
suwendo aveiro,download buka eror eror mulu,negatif
taufik hidayat,gak bagus aplikasi,negatif
Erza ramadani,ga buka gmna min udah ga buka,negatif
SETI YONO,moga untung tiket gratis,positif
Purbo Yuwono,ga loginga ,negatif
Awaken Jave,lot parahh niat bantu masyarakat ngga sihh,negatif
samsul channel,mantap program mudik gratis jya,positif
apri onegelo,bantu masyarakat,positif
Deni Sopfian,maaf sy ksh bintang dl login aja gak bisabgmn,negatif
Yono Mr,eror ehh ps langsung tiket abis,positif
Ujang Heri,login bermsalah rumah mitra darat ganggu mhn baik lg,negatif
chazpo orlando,tiket abis min,positif
Soni Darmawan,terimakasih kemenhubsudah ada mudik bareng,positif
fauzy damhca,fitur mudik,positif
Sruput Inspirasi,ngapa si app perintah bapuk bgt apa,negatif
arto woco,versi ya,positif
Siti Ningsih,aplikasi bantu banget,positif
Sumiyati andiawan,tambahin pantau smua bis akap akdp min,positif
Ibnu Hajar,gak masuk ya,positif
dhimas asmara,terimakasih kemenhub mudik gratis,positif
rifa fauzi,gak iming iming doang,negatif
Diah Haryani,terima kasih mudik grtisya dishub,positif
Yogi Sulistio,aplikasi ga guna,negatif
Novita Rizky,terimakasih mudik gratis,positif
Ridi Prihatin Prihatin,bantu,positif
jogja variasi,terimakasih mitra daratsemoga jaya sukses,positif
suprapto pato,bagus bantu,positif
siti nurul Laili,terima kasih moga lolos verifikasi aamiin,positif
Hanz Develop,tiket habis,negatif
PecintaRoleplay-,kota jember banyuwangi daftar mitradarat payahhh,negatif
Puad Hasan,eror tanggepan dri jam nungguin,positif
aji putro,rute bengkulu ok,positif
KAIRUL ANAM,mantap moga lancar,positif
Muhamad Ramdani,aplikasi bagus,positif
11. Ismunawan Satrio,bagus layan baik,positif
Arifin Ucok,bagus bantu,positif
iswahyudi yudi,bantu mudik gratis,positif
LAYAR TANCEP,nop ahh jadwal mudik nya ora,negatif
Ilham Adiyatna,teman bus tracking bus biskita bogor ya,negatif
Ahmad Suanto,terimakasih bantu,positif
Fajri HDC20,rekomendasi,positif
Dwi A,ganti nomor wa kirim kode otp gimana,negatif
Al-Fatih HerbalistNasa,bantu terimakasih,positif
Ariyadi 09,ga fitur mudik gratis,negatif
f_ vlog,terima kasih kemenhub udah nyekenggarain mudik gratiss,positif
Kamto 123,aplikasi susah,positif
Nurohmat Wibawa Putra,admin tolong dunk adain arus gratis palembang jakarta jawa pleaseeemasa jawa jakarta aja,positif
Denny Den Gagas,mitradarat kawan transportasi,positif
Syaiful Anwar,bantu masyarakat nya mudik grastis,positif
Sihol Sihotang,rute kota pekanbaru kota medan,negatif
Srinastiti Sri,buka ko ga tiket gratis habis,negatif
Widya Khasanah,mudah dapet mudik gratis,positif
Muhammad Jalil,mantap jiwa pesona,positif
Arie Sasela,info gera unit akurat ,positif
Yusak Budianto,mudik gratis dah habis,negatif
Indra Indra Masyuraa,mantab aplikasi nya,positif
Muhammad Irfandi,daftar,negatif
Kirana Nursyifa,masuk,negatif
Khalid Karim,alhamdulillah,positif
Dewi Soelistyowati,tgl maret sistem gimana sen blm solusi min,negatif
Riki Arisman,moga tiket mudik gratis,positif
rianyanto corex,simpel mudah,positif
Ricko Rian Refansa,terimakasih mitra darat,positif
Dafa Fahrezi,tunggu min mudik gratis lebaran,positif
Pak rip Suripno,mohon bimbing kendala,positif
KARISMA Ayam Geprek,bismillahirrahmanirrahim moga manfaat bantu,positif
Yudi Yanti,login gimanaya,negatif
Fuji Triyana,lapor malam pas turun terminal jepara hilang tas ransel warna hitam isi baju lebaran keluarga barang lai tumpang bis mudik gratis kampung rambutan udah lapor hilang respon mohon tindak lanjut yg bawa temu tolong hubung ,negatif
Andi Sulardiyanto,ganggu,negatif
Leonel Silitonga,manfaat,positif
Chaerul Umam,moga mudik lancar,positif
Muhamad Aziz,tiket gratis oke mah,positif
Addie Alfatihi99,mudik gratis lebaran buka,positif
Kaimo Slamet,program mudik isi calo,negatif
Rio Alexander Siahaan,ngirim adu ga respon,negatif
Nabil Firmansyah,bissmillah dapet tiket gratis,positif
Miana Mia,harap lintas sumatra adakan,negatif
Viki Mayanfa'uki,min knp menu mudik gratis,positif
Pujiono Pujiono,kasih bintang apl blm bs,negatif
markum driver,bantu mksh,positif
Sukardi,susah masuk,negatif
Rovi Eka,maaf kamau tan ad brp bis arus dr banyumas depok jatijajarmohon info ka,positif
Safiih piay,aplikasi yg bantu,positif
Khomsiyah Juni,download aplikasi karna daftar mudik gratis moga dpt kuota amiin,positif
Jaya Giri,batu ,positif
Andika SAputra,goblock aplikasi bnyakan calo udah retas orang dishub udah main danvuk,positif
ALVI,aplikasi keren,positif
Ernawati Caem85,moga bantu orang rantau,positif
Mia Mie,min tgl acara mudiknyakiranya tgl msh ngga,positif
ÃÂ¹ÃÂÃÂ¨ÃÂÃÂ¯ÃÂ ÃÂ§ÃÂÃÂÃÂºÃÂÃÂÃÂÃÂÃÂÃÂ±,mudah pakai,positif
Eko Nugroho,aplikasi tipu tipu buang buang kuotatahu sendiripemerintah,negatif
Aisah Akew,biasaa aplikasi bantu,positif
Dwi Cakri,terimakasih mitra darat dishub,positif
GoMeeZ_78,bantu mudik gratisss,positif
Fadilah Nuraziz,bantu,positif
muhammad al fatih (ucup),aplikasi bantu,positif
Rahul Najmi,rena kmu lambat,negatif
Rahmat Saputro,tiket habis,negatif
Susi Masruroh,terimakasih bantu,positif
Fuji Yans,terima kasih kemenhub ditjen hubdat,positif
Evan Fiardi,fungsi,positif
Mya Putritama,layan,positif
Eko Putranto,membantumantap,positif
Ikhwan Zeby,mudik gratis br buka udah habis piye iki,negatif
Akasiyem,download,positif
Makmur Eri,susah dptin tiket,negatif
Imam Rizki,min eror ya buka tgl maret,negatif
Rohani Roni,terimakasih layan mudik gratis,positif
Kori Selfi,berartimantap,positif
Machroes Aly,siip mantap terima kasih,positif
Sigit Lorena,muas,negatif
j3j3n jeni (mOa),parahhhselalu jaring,negatif
Yusron Ali,thank kasih sempat ,positif
Esti Sri Lestari,perintah bantu masyarakat mudik lebaran idhul fitri,positif
15 _MUHAMMAD FAHRI DIKA YUDA,tiket mudik gratis pulang jakarta- semarang,positif
Irma Saputri,bagus mudik,positif
Medisa Defitasari,masyaallah ikut mudik gratis,positif
Akmad Rasyid Z,mantap aplikasi,positif
Ilham ramdani Ramdani,cocok,positif
agus setiyawan,bagus bantu,positif
Azkiya Ramadhani,mantaaap tiket mudiknyatrimakasih sukses slalu,positif
Donna Mutia,bantu,positif
Diah Purnamasari,didownload udh habid,negatif
Nur Hakim,manfaat,positif
mochamad rian arianto,mantap semogah sukses bts teman bus,positif
A.Hydar,moga berkah selamat tuju,positif
Fitri Udayanti,moga selamat tujuanaamiiin,positif
sahabat warung sembako,lum login,negatif
Edigun95@gmail.com Gunawan,bantu,positif
Hadi Bagus,otp nya kak,positif
Sularto Ato,coba mudik gratis dgn kemhub,positif
m maridi,muas,positif
dagangcrypto baejeh,bantu,positif
tuti nurhay,muas,positif
Mey Arissetiawan,guna,positif
Daffa Sloew,susah masuk nya aplikasi parah,negatif
Hendry Darmawan Arianto,terimakasih kemenhub mudik gratis,positif
Rizky MS16,aplikasi tolol server,negatif
miswanto aja,yee dapet kursigiliran ngisi nik kelar tiket habiiis haha,negatif
Moyaanti Denizer,bantu,positif
parwoko,bantu,positif
Kardi Kardisanjaya,inputnya susah boskuhhj,negatif
vivi titania,bantu,positif
Noufal Fajar,tolong baik lah,negatif
Hesti Dwi astuti,bantu masyarakat,positif
sartono sartono,ga login,negatif
wildan amir,bantu,positif
Bos Muda,min mudik jurus surabaya bogor gak,positif
MaunG,liat tiket mudik gratis mlh eror,negatif
Royen Ginting (Real News),pakai instal moga nyata spt impi yg,positif
Ahmad Hi Dayat,muas aplikasi,positif
Kang Kuri,bantu bagus,positif
harno family,bantu,positif
Nurdin Atar,bantu,positif
Ali Mas'ud,kerenpokok nya mantap,positif
Irfan Maulana,manfaat orang,positif
ruli agung nugroho,tiket jakarta pulogebang tuju kebumen habis min,positif
Fitri Yani,aplikasi yg bantu,positif
oneK jr,inti,positif
Septian Febi,ngecek koq gk ya ka,negatif
Mohammad Abdul Rohim,bagus cuman kadang failed,positif
Dewi Ekawati,layan mantapramah,positif
mimin Afilah,bermanfaaat,positif
Mirayanti Mansyur,alhamdulillah bantu,positif
Muhamad mahdi ibrahim,mudik gratis mantap,positif
Kinan Kinanti,cepet bener kuota dh habis sja,negatif
Muhammad Adya,mantap dpt mudik gratis,positif
Tri Wanto,ga bantu,negatif
Daryanti Handye,bru coba mknya kasih bintang,positif
Catur Desta Firmansyah,terimakasihh mitra darat,positif
Pengguna Google,bagus aplikasi nya,positif
dilon dilon,josmakasih mudik gratis,positif
Yuga Prasetya,mantapppppppp dapet madiun jkt,positif
NAURA AZIZA,knpa aplikasi mitra darat susah akses,positif
Jeny Mulyati,gampang akses,positif
wahyu wahana,moga manfaat,positif
Daffa aria,moga lancar,positif
Kisna Dani,habis tiket tanggal seginu,negatif
ARYA HARRY,supir gk suka,negatif
mario sanjaya,gk perna bagi tiket mudik maless,negatif
Khaira Lubna wafiqa Wadiqa,ssh masuk menu mudik gratis,negatif
Ahmad Bagyo,bantu,positif
Ahmad Sehrudin,bermanfat,positif
eko arifiyanto,susah akses,negatif
Ayesha Haura Sakhi,puas trhdap layan mitra darat,positif
ARIF Darmawan,alhamdullilah mudik gratis,positif
diyan yuliana h.m,kerenn aplikasi,positif
Jalan Mlipir,udah abis,negatif
Pak Nur,bantu,positif
Tugiyatmi Sumini,bantu,positif
Mulyadi 11,bantu,positif
Hendra Kharisma,gada pasu kode otp,negatif
Dwi Siswanto,mudik gratis bos,positif
dunia terang12,mudik gratis bohong doang,negatif
Mulyadi,alhamdulillah dapet tiket,positif
Pae Kembar12,terimakasih mitradarat,positif
danang candra,bantu,positif
Safira Febriyanti,bantu,positif
Muhamad Rizki,bantu,positif
fajry project oficial,bantu,positif
Imam Modot,sulit akses,negatif
Rudi Hartono,bantu,positif
Sutarman,bantu,positif
Darsito Subekti,bantu,positif
Mudah Mahfudoh,bantu,positif
Yana Suryana,bantu,positif
Jemyy Jemyy,bantu,positif
Khusni Mubarok,layan nyaman,positif
Reza Erwansyah,aplikasi gak mutu,negatif
Indah Oktiana,bantu,positif
didi maulana,bantu,positif
Oman Omen,bantu,positif
Hansa Hasbullah,bantu ,positif
koirul wijaya,trimakasih sukses,positif
Soewardi Ardi,bantu,positif
Ninik Ernawati,alhamdulillah dpt mudik gratis,positif
Jamaludin Abdul Wachid,alhamdulillah dpt tiket mudik gratis,positif
Erwin Suryoprayogo,ga login min,negatif
Fevri Permata,terimakasih mitra darat,positif
teguh rianto,tiket gratis,negatif
Bralink Arif,bantu,positif
Tri utami,bantu,negatif
Yono Kono,habis duluan jam,negatif
Grabku Semarang,hebatbaru buka habis,negatif
Nurleli Dharma,membantuuu,positif
eko Sila,bantu ,positif
Apip Ginanjar,dah habis bos tuju wonogiri,positif
Didik Mawardi,mudik arah surakarta mazih,negatif
JYKA Bandeng Organik Khatulistiwa,min dowlond udh hbis tiket mudik gratis nya,positif
Haifa Auliatul Pynkan,terimakasih mitra darat,positif
SABAR TEGUH R,terimakasih bangat,positif
cepi safara,knapa eror deh,negatif
Putra Sobo,bantu,positif
Muhammad Dwi Laksono,bismillah moga dapet mudik gratis,positif
Firdaus Sahlevi,lumayan akurat,positif
Eka Surya atmaja,ga respon,negatif
Kang Must,aplikasi gk,negatif
Acita Pare,terima kasih tri hubung,positif
Gofur Donk,mantul terima kasih kemenhub,positif
Bustakul Khoiri,bantu,positif
Suparman Suparman,eror gilir buka habis,negatif
Ning Prihatun,kali tp bs mudik gratis,positif
Sahrul Firmansyah,manfaat banget,positif
Joko Santoso,terima kasih dishub,positif
Mimin Tea,moga bagi,positif
Tugi Yanti,syarat mudik gratis pemkot aja,positif
eka wahyu margiyati,mantap lanjut layan masyarakat,positif
Harry Satrio,daftar mudik gratis buka,positif
Gendon Pamungkas,min ga login,negatif
Atrea Gendis,login mutertrs,negatif
Akhmad Abdhillah Sulaiman,min kouta habis ,negatif
Hany hanoey2525,terimaskih mitra darat dapet tiket mudik,positif
JEFRI FIDYAN,terimakasih darat,positif
Sani Sanjoyo,apl,negatif
Nurman,server eror trus,negatif
hafidz gaming,oksangat bantu mudik,positif
Elisabeth Solikah,gimana buru tiket gratis,positif
Rini Dwihandayani,mitra darat keren,positif
PRiE Priyatno,pembrangkatan jakarta barat gak,positif
Arik Setiawan,eror teruss,negatif
Riduan Andesta,aplikasi yg bantu        ,positif
Ari Widodo,makasih tri kemenhub mudik gratis,positif
Lia N,mohon wilayah cepubojonegoro ada,positif
Lucky Fermansah,ganggu min,negatif
Riyatno Yatno,ga ad yg dre bogor bandung tuju kebumen,negatif
Maryadi Aza,mudik kapal min,positif
Sasikarani Tantri Prasasti,bagus layan nya,positif
Nasywa Asyifa,layan mantapp,positif
AHMAD TV,sngat bantu,positif
Ridy Irawan,ulas bantu,negatif
Nanik Sumarni,gk login,negatif
kusno wijayanto,mantap moga aamiin yra,positif
Isti Zawawi,terima kasih dishub,positif
Jaka sambung77,buka mudik gratis ora direspon,negatif
Darsono Simbah,trima kasih mitra darat,positif
Umi Salamah,mudik gratis oke,positif
Abnan Muzawik,jaring,positif
Indana Arin,mudik,positif
Kholis W,mantap tenan,positif
Wahyu Muhamad,aman,positif
ARBI Widhi K,mantab moga berkah,positif
MAI Frizal,aplikasi ga jls,negatif
Antok Mariyono,batu,positif
Muzainah Zainah,batu,positif
Ali Maskuri,mantaapsangat batu,positif
Sudiyono Sastro,bantu banget,positif
Nunsurya Surya,moga lancar,positif
Sandi Urfidoni,terima kasih,positif
Nurahmat Kbm,akuny gak buka,positif
Santun Pantun,bantu,positif
Arif Darmawan,kesan,positif
Eko Arif,moga sukses,positif
Sugix Apander,bismillah mudik gretong,positif
Arif Prasetya,banyak kuota,positif
Nayla kasih Cahaya,isi survey bargaimana,positif
akbar bhizer,bismillah mudik tanggal ,positif
Akhmad Waluyo,ngaada faedah tidakberguna,negatif
Witono Gojek,masuk susah,positif
Dani Arianto,tiket habis muluk,negatif
Siti Amsoh,buru mudik grstis,positif
asman radjab suhudia,salam mitra darat,positif
Nur Rohman,mantap moga berkah,positif
Isla Hiyati,bagi,positif
Asep Awaludin,kaga mudik gratis nya,negatif
Achmad Nur Salim,mudik mantap kemenhub,positif
Al Gibran,banyak eror,negatif
Karyadi Ady,mitra darat rakyat,positif
Sri Purwati,,positif
Laurensius Rony H,nga login,negatif
Muji Jat,kouta habis trs,positif
Agung Galih,moga bantu,positif
Virgo Girly,aga ribet masuk,positif
Latifah Apriliani,,positif
Idaayu 1972,trmksh mitra darat,positif
Hany Fatikasari,,positif
Ahmad Nurohim,ribet susah masuk,negatif
RAJA STB,yahh,negatif
MUH HASIM,moga sukses,positif
Erik Dicky,bagus,negatif
FAKHRI RIZAL AZHAR,delay live bus,negatif
Aspian Noor,oke,positif
Antonius Calvin Marcelino Sianturi,bagus,positif
Muhammad Mansur,bantu,positif
Lutfi Endrian,good,positif
Rony Wijaya,good,positif
Sigit Pramana,mitra darat,positif
Burhan Maulana Malik Ibrahim,bagus,positif
rita chan,keren banget,positif
Tiara Sandi Z S,love,positif
indah lestari,lumayan,positif
35 Zahra Amelia Putri,muas,positif
Rizky Ã¢ÂÂIqbalÃ¢ÂÂ,eror,negatif
Kokoh Rino Soerianto,bagus,positif
Muhamad Alrizki,ol,positif
andre putra .b,bagus,positif
Yuriya Nugroho,keren,positif
RommyFranky,good app,positif
Whesly Pane,ok,positif
ZAILANI ST,akurat,positif
Siti Rahayu,daftar khusus,positif
Renita Dinaroh,aplikasi bantu,positif
Mia Aurellia,akurat,negatif
Rini Wahyuni,sippp,positif
Yusintha Handityo,ok,positif
Mas Adi,ok,positif
snilams PutriSayna,keren,positif
Haruko aja123,goood,positif
Bayu bams,best,positif
Rahmi Yulita,,positif
Amelia Ratnasari,mantap keren,positif
Fathia Ziya,bagusss,positif
edi ariadi,good,positif
40C ErvianSMG,bug,negatif
boy hendy yanto,good apps,positif
Cv.alfadillah Ban,bagus,positif
Adi Athus,,positif
Maruf Doli,real time trackingnya mantap,positif
I Nyoman Angga Sempana,mantap,positif
Rit Harwanto,akurat,positif
Purwoko,aplikasi iki wes neng hp ku suwe daftar mudik gratisdurung olehmugo wae iki ono tambah quota,positif
Sarkun sholihun,loding susah,negatif
Hery Prasetya,aplikasi gembel,negatif
achmad muchlis rusdiyanto,cepatkomplit,positif
Erfan Rifaldi,good fast,positif
NGEP NGEP,apk bantu,positif
Ras Simin,lumyang ngelek,positif
wahyu gigikita,calo,positif
Muhammad Fadnin,ist debestt,positif
Azki Nurul Fajri,mantapp,positif
Damar maulana Hafidh,baik,negatif
Eva Yanti,simplemembantu,positif
Zainal Abidin,gak jellassz,negatif
eko purnomo,aplikasi eror,negatif
Mt Wahyudi,apiikasinya ngeblank,negatif
Batra Lisius,kendala,negatif
Hadhy Suwarno,susah login,negatif
Pengguna Google,gak,negatif
Rahmat Aditiawan,bagus,negatif
Panji Sukma,gak,negatif
Pak Ikhsan,blom daftae,positif
diffadiffo aljabar difa,  ,positif
SURYO ARKAN,raguna,negatif
nanang Igirianto,lelet,negatif
Kukuh Boy,good,negatif
randiansyah yudhistira,payah,negatif
Angga Eko Ardianto,buruk,negatif
saeful mukti,keren,positif
Neneng Sulikah,ok,positif
Aisahtur Rachmah,nice,positif
Mas Ed,alhamdulillah,positif
mas yulianto,ok,positif
Ontel Grab,mantap,positif
Wr.idsari Wiraraja,best,positif
paramita kartika,keren,positif
Afit Yunanto,terimakasih,positif
Desy Aryani,mantap,positif
Lis Setyaningsih,kereeennn,positif
Calon Nyutuberss,bagus,positif
toink cassanova,mntap,positif
Bagus Akhfriyansah,,positif
Iswannandi Safirdi,mantap,positif
Beni Musalim,ok,positif
Isa Indah Vian,puas,positif
2011 64 - Jagad enjang aryseno,bagus,positif
DIEGO,mantap,positif
Endang Fujiati,mantap,positif
Mulan Cahyani,,positif
Imam Buhori,mantaaap,positif
Taufik Syahbani,mantal,positif
Kuat Riyadi,mantap,positif
WayaheWayaheee Official,mantap,positif
slamet widodo,mantap,positif
TRIAJI QOWIM MANSUR,ok,positif
noer Rochim,jos,positif
Maple Latte,makasihhhh,positif
Ipungindra Indra,mantap,positif
Rudy Setyawan,oke,positif
Adi Susanto,mantap,positif
salis walidi123,bagus,positif
ca' qirun,good,positif
anggi debiani pratiwi,mantap,positif
Fa Zila,mantap,positif
Ogut Luckkey,mantap,positif
SANTOS,ok,positif
Muhammad Hanip80,bantu,positif
Tegar Andryanto,good,positif
Abd Karim,good,positif
Auzura Qothrunnida,alhamdulillah,positif
Qia Magetan,trimakasih,positif
Kurnia Hariawan,nantab,positif
Yudi Nugroho,mantap,positif
Toni Untoro,,positif
farid bagas,ok,positif
agus amongjiwo,sukses,positif
Siti Hasanah,ok,positif
Handi Subekti,good,positif
Ika Oktaviani,bagus,positif
ahmad solikin,jos,positif
Iqbal Matraman,puas,positif
Hena Suhentarsih,bagus,positif
Addhe Gustandi,mantap,positif
Slamet Eko Pamuji,bagus,positif
Syauqi Syauqi,,positif
Sulaiman Al,mantap,positif
Riska Nur,bagus,positif
Review Kita,makasih,positif
Keyla Gemini,muas,positif
arif wicaksono,mantap,positif
gunawan student,good,positif
Siti Khanifah,mantap,positif
Dwi Haryanti Sastro,bagus,positif
Harnu Saefulloh,bgus,positif
Ondaq Prihantoro,manfaat,positif
AGUS ANWARI,mantap,positif
Toha Muslimin,oke,positif
Muhammad Syaiful ma'rif,mantap,positif
emi sumayah,mksih,positif
Andri Apriyanto,mantap,positif
Emon Hijau,ok,positif
Ahda Channel,good,positif
Tori Din,okk,positif
joko triyono,mantap,positif
Endro Widodo,mantap,positif
arman rizki,top,positif
Khis Bullohh,,positif
Yono Bejo,mantap,positif
Senko Gomo,done,positif
Otw bulann Yoo,mantap,positif
Edo Prasetyo Nugroho,ok,positif
Reza Padilah,ok,positif
Fandi Orianto,bagus,positif
Amanah Techno Labs,mantap,positif
Zubaidi,mantap,positif
Lekc Joko,mantap,positif
Jumrah Aza,,positif
Onthelis Cilik,aplikasi bagus,positif
Andi CahyoRamadon,bagus bangettt,positif
mudi mahmudi,ok good,positif
hidayat hedi,makasiii bangeeet,positif
Agung Ganteng,bahagia,positif
Azanah Cantik,bagus,positif
Teguh Sulaksono,,positif
Rani Sofyanah,,positif
Moh Zaenudin,mbantu,positif
Dafa Khoirul Azzam,bantu,positif
OTOGROUND CHANNEL,ok good,positif
Ali makmun Mashuri,bagus,positif
Alif Tristanto,bagus,positif
Fartogi Lee,ok bangat,positif
Anton Kurniawan,info update,positif
Sugi Yono,mudik gratis,positif
Iwan Tasripin,,positif
ulia uli,,positif
Widia Wati,,positif
Yuli Ani,,positif
SLEBEW,,positif
Neni Yuliana,lumayan,positif
Mr. Prieyan,koneksiny susah,negatif
Ryo Fiduri,lemotttttt,negatif
Rafli Andrean,lot gais,negatif
Van sya Chanel,ok,positif
Harry Puspanda,mantab,positif
Mustareh,mantap,positif
Akhmad Solikan,sippp,positif
khino my,ok,positif
Lukmi Anggra,oke,positif
Aan Yulian Wibisono,oke,positif
Eko Adi purnomo,mantap,positif
Andri Johan,bismillah,positif
ahmad fauzan,bagus,positif
Adib Masrukhan,ok mantap,positif
Saor manullang,oke gas oke gas,positif
Ardian Yulianto,top bgt,positif
Suyanto Najibmk,top pokok,positif
Bayu Aji hidayat,yo,positif
Soni,bagus,positif
Nasim Mgg,,positif
wahyu aprianto,mantap,positif
Abhyasa Wira Firstiriandaru,oke,positif
Heni Bhudiarti,mantap,positif
pitaloka diah,tracking bus akurat ,positif
Rifky Irwansyah,akurat live track,positif
Buprali. Net (LIMBONG),mantab paman,positif
Azzani Putriawan,mantab paman,positif
Napek odien,mantap,positif
Sendi Susanto,mantap trimakasih,positif
Iis,mantapp,positif
Heru Poernomo,oke,positif
is kandar,jos,positif
Harold Situmorang,excelent,positif
Khusnul Mubarok,bagus,positif
Idris Velina,bagus,positif
fitra 88,mantap,positif
Andika Pujiono,aplikasi top,positif
dap 20,makasih,positif
Kaisar Ramadan,amtap,positif
Siceleng Daribuahantu,bagus,positif
Anton Sujarwo,mantab,positif
Dwi Prasetyono,ok,positif
Sugi Yono,bagus,positif
Syahrul Mubarrok,mantap,positif
Coy Coy,mantap ,positif
Dwi Poerwanti,good job,positif
Wirda Ningsih,ok banget,positif
Aby Naufal,,positif
gagah firdaus,bagus banget,positif
Iswanto Wanto,terima kasih,positif
Ayu Yulinar Dwianti,,positif
Basuki Abazz,good,positif
DONY ROMDANI,,positif
Keisha Anindya,mantap,positif
muhamad amin,mantap,positif
Eka arif,mantap,positif
maraya fadhilla,min ad terminal jombang lo tlg min sm terminal gresik min ad lo min tlg baik lg min,negatif
S P,gak,negatif
nila Wati,bagus,negatif
Melva Putri,mantap,positif
TEMOK BLORA93,ok,positif
Dev Zeroun,useful,positif
agung Handoyo,jos,positif
Hartono Lahut,servenya sring http failed please try gitu aja,negatif
Play With Haiqal & Salma,hallo sdh fownload tp ga bs log yaaa min,negatif
Desy Ocvira Sari,ngga masuk ya baca http failed please try,negatif
RIDER 150 Motovlog,bug nya  wifi data bagus time time try again,negatif
Junias Sunarto,apk error loading mulugimana daftar,negatif
vie arini,blm login https feaild please try trus,negatif
Tiyo Nugroho,http failedplease try agains gagal,negatif
Vireta Syahreza,knp gabisa log,negatif
ade sutrimo,http failed please try gagal maning gagal maning si kepriwe kie kang inyong arep daftar,positif
Sandy Tri Atmaja,aplikasiny eror solusiny,negatif
Vian Wijaya,tiket wes entek lurr,negatif
DEWI NURAINI,min ko ga login ya,negatif
ari yanto,maw login http fail,negatif
Sobi Wandra,apk ny eror min,negatif
dodot modot,ga log http failed trus,negatif
