userName,score,at,content
Ayu Lestari,3,2023-03-10 13:00:38,kasih bintang kalo dapet tiket mudik gratis kasih bintang
Nur Setyawan,3,2023-03-13 10:50:24,http failed sih min
Kumala Eka,5,2024-08-11 23:44:59,daerah mt haryono koridor nya simpang beller gedung kembar toko orange henti koridor
semut ireng,1,2023-03-13 10:19:38,menu mudik gratis nggak buka
NIHLATUL AINUN FAUZIAH,1,2023-04-15 22:18:12,pas cek udah habis semua tolong lebihin kloternya
Sri Haryani,5,2023-03-15 04:45:17,batu rakyat sukses
Aisyah Eva Novianti,5,2023-03-10 11:20:05,icon mudik gratis muncul ya aplikasi min
Eko AE Fishing loss doll,5,2024-03-05 02:17:32,aplikasi mitra darat gk menu mudik gratis thn
putra 123,1,2023-03-13 09:35:24,bener server dr td pagi kg ntar gilir masuk apk kuota habis
Sofyan Rahardian Dewantoro-006,5,2024-03-19 10:24:59,bantu mobilitas
Atminah Atminah,1,2024-03-26 03:03:16,gak guna gak buka aplikasi
Yyy Zzz,5,2023-04-14 04:48:33,terimakasih terbang mitra darat
Almaira Sekar,1,2024-03-08 01:31:43,kayak gak dapet tiket gratis motor aja mudik
Edy Junaedi,5,2023-03-20 01:58:49,alhamdulillah mantaaap biasamudik gratis bantu masyarakat yg mudik
agus garage,5,2024-07-13 02:19:22,ok banget mmbantu
Yuli Yuli,1,2024-03-06 05:28:21,muter muter sinyal nya sengaja
Den' Az,1,2023-03-14 10:39:10,tlg bantu terang tiket habis pilih tujujan
Sarmini Mini,5,2023-03-18 02:03:04,layan sang bagus
agung cahyono,5,2024-03-07 14:29:36,sdh coba daftar tpi blm tiket yg ready
Ahmad Atoillah,5,2023-03-17 04:40:01,bantu jalan mudik
Adi Supardi,5,2024-04-11 15:56:20,moga depan tambah armada
Arief Slavia (B 47 UL),5,2024-06-17 03:37:21,manfaat 
aishwa Safaniya,2,2024-03-15 01:04:46,ko ambil mudik gratis poris tangerang jurus palembang gak trus kauto nya udah abis ya
kaligrafi arab,5,2024-07-21 06:28:50,mantap nitra darat
Anita Anp10,4,2023-03-13 09:02:58,min pas nyari lokasi jemput lokasi tuju eror
Rochim Gb,5,2023-03-15 03:05:12,layan bagus cepat
Rusminah Rusminah,1,2023-03-14 04:51:49,buka menu mudik gratis tuju tangerang madiun klik kosong gilir besok buka tau tau tiket dah penuh gimana ni haha
Duta Nugraha,3,2023-03-13 09:53:48,arah login google failed
Andra yani,2,2023-03-13 08:21:12,ga bsa buk apafailed muluuuuu
Imam Rofi Udin,2,2024-03-06 13:34:51,mah gak lanjut cari knp ya
Wah Yudi,1,2024-03-30 01:08:14,aplikasi ga jelek ga buka
MangCek Rana,5,2024-05-16 02:43:51,manfaat
M Syarif,1,2023-03-13 15:47:42,aplikasi sampah hari load gilir buka tiket habis
Hendro Pringgodani,5,2024-03-10 02:22:47,susah mode bus bos tiket habis jam pagi buka eror  rusa apknya
Deni Nixon,1,2024-03-17 19:48:39,ngga jls respon via
Wahyu Di,5,2023-03-12 17:11:54,login gak buka
Fatihah Nuraini,5,2023-03-13 07:07:08,udah login klik mudik gratis pilihlokasi tp ga apa ya
Hariy -,1,2024-03-11 01:19:49,susah masuk masuk tiket habis
Ika Priyanti,5,2023-03-13 15:45:14,layan mohon baik biar langgan puas
Saujana Baladhika,5,2023-12-09 03:04:54,mantapp terima kasih ada mudik gratis moga samkin lanjut warga jakarta dll sukses
Dafa Ramadan,5,2023-03-14 18:36:06,bismillahirrahmanirrahim pulang kampung terimakasih mudah urus kami
Didik Hermanto,5,2023-03-15 03:53:28,alhamdulillah bantu masyarakat terimakasih mitradarat
Nur Kholis,5,2023-04-13 05:27:43,bantu jangkau
Miftah Rohmat,1,2024-03-07 18:07:10,gak menit buka mudik gratistiket habis aja kwkwkk
Mahfud Gatot,5,2023-03-15 04:49:39,terimakasih kemenhub yg mudik gratis kamivsemoga jaya tunggu mudik bareng ya   
Khofifatul Mubasiroh,5,2023-03-14 09:47:10,maaf min daftar mudik gratis gak ya
Anwar Kuming,3,2023-03-14 07:51:49,kemarin tgl masuk aja susah pas masuk kuata habis hadeeh
Narti Narti,5,2023-03-15 01:31:19,terima kasih adakan program bantu
David Reza,5,2024-03-07 12:50:06,mudah dpet tiket app nya mudahn lncar bismillah
Azzam,5,2024-03-05 02:58:54,aplikasi mantab jaya bantu 
rian kashira,5,2023-03-15 01:42:59,moga mudik bantu baikterima kasih
Rendi Ariyono,5,2023-03-28 02:31:04,proses cepat tugas tanggap layan verifikasi ulang
Alisa Suryaningsih,5,2023-05-03 23:32:22,alhamdulillah bantu jalan mudik gratis thun trimksh mitra darat
Yantoreso Saminto,4,2023-03-29 14:08:24,tiket habis
imam ghozali,5,2023-03-13 07:04:00,mantap trima kasih mitradarat
Nazri Ahmadinezad,1,2024-03-08 01:19:19,aplikasi ga banget deh pokok
Rere Cute,1,2023-03-13 07:12:28,buka daftar tiket mudik tgl maret jam mlah buka gimna ngerjain doank
Tami Rahmasari Abdul Manaf,2,2023-03-15 01:31:19,aplikasi
winardi didit,5,2023-03-15 03:15:36,alhamdulillah lancar daftar validasi amin
Dwi Septia,3,2024-01-12 05:10:57,transpakuan msuk kasih bintang
Sutrisno Spd,5,2023-12-30 10:53:19,mantap kali teman bus mitra darat bunyi ingat kasi tau bus sdh dekat
nawi fadillah,5,2023-03-14 09:19:24,buka pendaftaraan kemarin mudik gratis daftar tiket habis
Mus Lim,3,2023-03-13 09:06:34,min ko failed sih gak muncul masuk hp
Nurul Fitriani,2,2023-03-13 07:32:38,dafrar masuk akun google susah banget mental
Yanna Olivia,4,2023-03-13 07:37:42,min ko eror sih min aplikasi ntar tau penuh kuota min
Juniarty,5,2023-03-15 07:09:48,alhamdulillah mudik gratis mksh
SUROTO OTORUS,5,2024-03-07 21:33:23,aplikasi yg bantu pergi
Siti Juhairia,5,2023-03-27 05:42:36,alhamdulillah mudik gratis bbrp gagal
M Sail,1,2024-03-21 03:08:27,tolong balas daftar mudik gratis kemenhub mitra darat habis kouta nya ratingnya nyusul
Aprilia Pratiwi,1,2024-03-11 00:55:14,cari mudik gratis habis ya gmn sih nih aplikasi
uts.Suyatno,5,2023-03-13 11:59:37,moga manfaat utk masyarakat luas lahan info jalan darat
Inggit Dewi87,5,2024-07-21 04:21:28,aplikasi mantabs
Toto Prayogi,3,2024-03-30 01:56:08,daftar buka tgl maret jam daftar tgl maret jam ko tiket habis aja ya
Tubagus Kresno,5,2023-04-12 15:21:44,download aplikasi mitra darat
Dafi Ibrahim,5,2023-03-17 03:41:20,terima kasih layan ramah kaka nya
Mae Mae,3,2023-03-13 01:58:48,min udh tgl nih dftr mudik grtsnya gmna ya klo hasil bntang deh
Imamkhoiru68,5,2024-03-09 06:06:19,layan nya sanggat bagus
ABDUR ROJAK ROJAK,3,2023-03-14 12:47:53,daftar sdh habis gimana cerita min
Ari Zamhuri,4,2024-03-10 09:06:59,tiket bersngkat bus
Ang isma,1,2023-03-21 12:47:07,coba bantu min bikin bingung guna kasih yg
BAYU TZY,1,2023-03-16 04:07:19,tiket mudik habis payah banget mending kemarin
Eka Yulianto,5,2023-03-26 15:44:00,bantu masyarakat pulang kampung 
burhan Udin,1,2023-04-07 03:51:02,gk download gk daftar tiket habis
Suryono Diningrat,1,2023-03-13 15:43:34,akun gogel email nggk tolong masukanya
Hermin Hermin,2,2024-05-02 11:25:01,letak halte baharu
Ilham Vivo,1,2024-05-06 06:56:30,yg komplen bus listrik tolong ganti bus sm solar
yulianto Sheila gank,2,2023-03-14 06:23:09,gak daftar
Azis Hidayat,1,2023-03-13 13:43:24,aplikasi eror susah daftar mudik gratis
dar yadi,1,2023-03-13 11:43:10,gilir daftar mudik akses
Nova Puspita,4,2024-03-06 07:42:58,knp terminal poris plawad tanggerang ga daftar
Mukhtar Rudin,5,2023-03-22 22:18:23,mudikgratis jalur palembang malang cek tanggal maret sampe kosong makasih
BulBul Eneste,5,2024-03-09 03:15:24,kerenn mitra darat sek war tiket
Arif Maksum,5,2023-03-13 10:03:56,gampang bnyk bantu
Fajri Subakti,1,2024-06-26 06:38:27,tolong tindak teman bus trans dewata kerap ugal ugalan nerobos lampu merah rem dada
tony iskandar,5,2024-04-29 02:37:28,lumayan utk semanggi suroboyo
Musri Yatun,5,2024-03-07 01:03:54,alhamdulillah dpt tiket mudik
netral loss,1,2024-03-15 01:22:21,habis knp buka hbis
Ahmad Sutanto,5,2023-03-13 13:10:47,login ya
Sarah Hidayati,1,2023-04-16 08:25:02,gak login sih
Heny Prasetyawati,5,2023-03-13 12:33:25,aplikasi mitra darat kemenhub bantu mudik gratis terimakasih kemenhub
Danu Martinus,2,2023-03-14 07:12:14,tiket gratis habis kah tuju gunung kidul
Najwa Putri Askana Sakhi,5,2023-03-28 05:58:31,layan bagus trimakasih banyak
Raihan Saffa alghifari,4,2024-03-05 03:30:14,kak temu daftar mudik gratis ya
Muhamad Fahrul,5,2023-03-17 03:28:57,aplikasi bantu
sunaryo naryo,5,2023-03-27 06:36:21,manfaat rantau terimakasih perintah 
Sri Umartini,2,2023-03-14 06:59:35,kmren login susah banget gilir bs login kouta habis sedih
Sadam sadam,1,2023-03-13 16:31:49,buka daftar mudik gratis  jam jam jam udah abis aneh bin ajaib
Ari Hulemi,1,2023-03-13 07:16:36,log aja susuah banget gimana sih 
muhammad nurwahyudin,5,2024-04-12 01:59:20,terima kasih mitra darat mudik gratis nya moga mudik gratis lg 
Nilasari Mukti Widya,5,2023-03-13 07:59:19,penuh perjuanganalhamdulillahberhasil
Ika Nurvikasari,3,2023-03-13 08:35:02,pas pesan eror gimana ya
Faisal Akhwin,4,2023-03-31 07:03:57,min tiket habis hari ga uptadetan nya
Agung Santoso,3,2023-03-15 01:44:06,tiket habis mulu gimana ya min eror ya
arip saputra,1,2023-03-15 17:03:30,gak ush download udah gak tiket
Sis Wanto,5,2024-03-05 00:34:05,bantu banget mncari tiket mudik gratissemoga yg
abi zar,5,2023-03-21 04:42:24,asalamualaikum mohon maaf stlh trdftr akun mitra darat masuk nama lokasi nama daerahvyg tuju selesai trsyg sy mana ya posko validasi dftr ulang kota surabaya nya bu mohon tunjuk trimakasih
wakingah annas,5,2023-03-10 13:46:55,sufah download langkah yah
Anto Subi,4,2023-03-12 07:39:04,ga muncul isi nomer hp ya min
Ricky Ramadhan,1,2023-03-13 08:20:28,gw kasih bintang ga login ya
Raisha gaming,5,2023-03-15 03:24:33,terima kasih bantu mudik
zaenal m,5,2024-03-03 10:52:24,membatugood jobsehat
Hendry Suhanda,3,2023-03-13 09:07:22,login ga try melulu
lina ambarwati,5,2023-03-15 04:51:29,terimaksih bantu pulang gratis
Doni Effendy,5,2024-03-14 01:05:20,muas
018_Rhindy Bagus prasetya,5,2023-03-14 04:04:12,kasih bintang udah dapet tiket gratisnyahe
Suci febrianto26,1,2024-03-19 00:12:24,ga mudik gratis bener online pake orang sih nih
JW TENGAH,5,2023-03-18 11:54:02,ngga mudik tiket gratis nya kehabisa sedih ngga jumpa orang tua
FY Chanel,1,2023-03-13 16:38:31,gagal masuk server parah maaf kasih bintang 
No Username,1,2024-03-13 05:32:25,gak mutu aplikasi bodoh ujung ujung tetep mudik motor wkwwkwk
Sifak 1922,5,2024-03-10 02:54:07,alhamdulillah bantu nyala mitra darat
Manusia orang,3,2024-02-28 03:31:16,rute teman bus makassar tinggal butuh
Bunda Aliya,5,2023-12-12 13:51:41,mantap bantu bangeut utk yg rumah tangga rakyat
Tri Mulyatno,1,2024-03-05 08:46:12,fitur mudik gratis gilir udah loging gak sda
DANU ARINURAZIZ,5,2023-03-15 06:15:50,terimakasih bnyk mudik gratis
wicaksono vinales,1,2024-03-16 03:09:28,calo ambil tiket mudik gratis mudik jual tiket
Ahmad ali sukron,1,2024-03-31 20:28:27,hubung bantu rim detik kebagianbahkan moda gratis gak bagi kuota bangga bijak perintah gak pribadi
Risdiana Ana,2,2024-03-05 02:53:43,mudik gratis gk akses ud download pdhl
Leni Purwaningsih,5,2023-03-28 01:52:18,terimakasih utk mitra darat kemenhub mudik gratis nya
Dwi Sant47,5,2024-03-09 05:34:14,alhamdulillah mudik gratis terima kasih kemenhub
Saimin Min,1,2023-03-14 07:39:22,mudik gratis buka habis setan garong
Dina Fransiska,1,2024-03-13 02:32:47,error  trus ya aplikasi
Dewi Rengganis,3,2023-03-13 09:39:39,maaf gak login ya
Bunga Syifa,5,2023-03-15 02:59:49,mantap layan baikkkkk
Dimas supriyanto,3,2024-03-18 05:18:53,kota berangkat lengkap bandar lampung
nisa rap,3,2024-03-01 09:03:45,chat customer servise ga bales
Indra Ramadhan,1,2024-03-09 01:09:41,kwkw ganggu mulu bosen gw rebut
Ahyana Kusnandi01,1,2023-03-13 09:01:47,daftar mudik gratis tp gabisa mulu
Nimade Daryawati,1,2024-07-25 22:59:16,susah ya donlowd
R JOKO UMBARAN,1,2023-04-09 22:59:54,mudik kabupaten tangga lampung selatan gak rantau tangerang
Dhava Dwi,5,2024-07-29 06:52:11,bantu banget
novian aurelio,5,2023-03-17 04:48:30,mantapjadi mudik gratis nih terimakasih mitradarat kemenhub
NINGRUM DWI PURWASIH,5,2023-03-18 04:26:07,terimakasih kemenhub layan mudik gratis
Muhammad Arham Zamzami,5,2023-03-16 01:39:49,terimakasih mudik gratis
Nurul Panca,3,2023-03-26 03:47:43,harap mudik tahun dg prog mudik gratis yg luncur gub jateng  dirjen perhub ehh kudu sabar lgdkarenakan apk stlh dbuka msh failed aj ya moga kdepannya lbh lg layan masyarakat 
Ibnu Hakam,1,2024-02-03 22:52:07,lacak bus transbanjarkula
ahmad sopian,3,2024-03-06 05:25:17,program mudik gratis nya akses
zahran ramadhan,1,2024-03-30 02:35:02,info nya mudik gratis gelombang tgl maret daftar gilir cek kethabis
Edi Purnomo,3,2023-03-12 15:32:27,gak login
Syu nan29 (anto),3,2024-03-09 23:26:22,gimana si min dapetin mudik gratis asa udah abis aja kuota
Aisyah Nabila,1,2023-03-13 07:51:20,ok terima kasih tetep error
dhani ndali,5,2023-03-17 06:51:28,aplikasi bantu masyarakat
Andi Zaskia,1,2024-07-12 10:08:01,tolol terminal yg tidaaak kau singgah jangaaan tuliss aplikasi sayaa capeek tunggu tidaak adaa bus yg singgah bodoh sekaliiiii
Ferdian Mei,1,2023-03-13 08:55:35,apk ga fungsi
Andi Andi,4,2024-03-29 19:50:31,moga tiket mudik gratis aman teritregrasi
Athalla Khenzo,5,2023-03-19 04:49:41,layan bagus
Gojek Driver,1,2024-03-19 06:07:53,bagus aplikasi 
Pray Beristikomah,1,2024-03-07 16:33:05,ngasih mudik gratis susah operasi mending ga
Maulidya Istiqamah,5,2024-03-11 04:12:38,alhamdulillah mudik gratis perintah kota palangkaraya bantu yg pulang kampung lebaran keluarga
Tonny Warteg,5,2023-03-30 03:01:01,mudah bagus ramah
Gondo,5,2024-03-03 10:39:54,bantu cari info jalan
Abdul Haris,5,2023-12-12 15:12:42,aplikasi bagus bantu
n3t1z3n b41k h4ti,1,2024-03-16 10:49:36,maaf coz istri anak ga tiket tolong orang kaya ga beli tiket gratis mitradarat sempat warga yg miskin
Nur Ikhfan,5,2024-03-30 01:07:32,alhamdulillah manfaat bantu terima kasih 
Sumanto,5,2024-03-06 11:34:14,tiket gratis habis aja min buka
4nime Lovers,5,2024-03-07 02:12:29,bantu saat musim mudik
sukarno id,1,2024-03-07 07:11:17,bismillah ya pesan mudik gratis buka buka habisdan tuju buka dar rezeki ribu langit bumi serta isi cipta tulis lauh mahfuzjanganlah buat curang bani adam ambil rezeki dzolim ucap buat minta pertanggungjawaban kelak akhirat
Indah Zeki,4,2023-12-15 17:50:16,mudik gratis cek habis 
Rokhadin,5,2024-03-08 07:34:19,alkhamdulillah tiga kali mudik gratis
iwan azza,1,2024-03-24 12:45:28,pagi bukain mudik gratis tiket kaga bapuk lahhh
Rifqi Maulidho,5,2023-12-11 03:10:21,layan
Margono Gogon,5,2024-03-09 01:11:17,terimakasih mitra darat supportnya
Sukirdi 05,4,2024-03-30 01:26:37,terimakasih mitra darat moga sukses
Victory,2,2023-03-26 12:33:03,puas lot
Ali Q,2,2024-03-06 05:59:12,buruk login aja susah
Agus Kurniawan,5,2024-03-08 00:02:23,terima kasih program mudik gratis 
Bakis PGB Gombong Bersatu,1,2024-03-08 10:01:31,mohon arahanya daftar mudik gratis lebaran mudik gratis lebaran untuk orang
Guntur Eko,5,2023-04-04 20:44:01,tingkat moga manfaat
Uji Kirono,1,2023-03-13 07:58:30,ga loginserver
Mukil TM,5,2023-03-08 12:25:54,min salah masukin nomer mo rubah nomer telp gimana biar login mkasih min
Jooo Arni,3,2023-03-12 08:08:36,ragam menu tiada salah gmn
Fitri Muryani,5,2024-03-06 00:01:26,keren batu
Bambang Adi suritno,1,2024-03-05 06:14:05,mana nya ya daftar mudik gratis ga
widie sargie,5,2023-03-11 02:06:47,info update nya mudik gratis bus
bayu setyo,5,2024-03-06 02:19:13,mudah
parino 05,5,2023-03-12 23:57:33,bantu sukses
Yulita Rahmani,5,2024-03-10 03:31:24,alhamdulillah moga depan
Iwan21 Ridwan21,4,2024-03-04 17:46:32,buka bis mudik gratis cilacap jawa
Syaroni _93,2,2023-03-13 03:47:05,mind masak masuk kota berangkat kota tujuaan bisaa mohon tingkat
Julya Zuzana,5,2023-03-30 05:03:31,terima kasih tiket gratis nyasangat bantu
Khalimi Ali,5,2024-03-14 01:22:05,gimana nih gak muncul daftar tiket mudik gratis nya
Demi septi Haryanti,5,2023-04-05 00:41:41,alhamdulillah langsung login
Agus Daryanto,5,2023-03-16 04:05:43,program mudik gratis keluarga terima kasih kemenhub
bambang hermanto2021,1,2023-03-13 15:53:19,gilir pas daftar eror mulu
Muhamad Iqbal Ramadhan,5,2024-03-12 05:16:48,mantap keren mudik gratis
Sriri Wahyuni,3,2023-03-15 02:28:30,login tp gk bagi tiket
Adhitya Pangestu Esa Ramadhani,1,2023-03-13 11:27:32,failed aplikasi
Setyo Hartanto,5,2023-03-20 01:21:38,layan muas
Su Warto,1,2023-03-13 10:00:40,erorr ya gmn bs mudik gratis kl kya gin terusaplikasi sampah
junianti vlog juniyoaa 21,5,2024-03-07 01:03:59,lope banget bantu ekonomi
Ayah Agung Setiawan,3,2023-03-14 07:47:03,masuk aplikasi aja susah
Riski Rama,5,2023-03-17 04:00:21,layan terimakasih kk
Rustina sufiyanti,5,2023-03-28 03:10:59,terimakasih layan bagus
Gojek Jakarta Driver,5,2023-03-18 02:35:38,layan bagusssssss
maz delonge,1,2023-03-14 08:59:21,gk download apk ya
ridho,1,2023-03-14 12:05:27,kota tuju mudik gratis pulau jawa
Nabila Ayu,5,2023-03-17 01:38:05,bantu aplikasi
Handres Diazony,3,2023-03-13 11:07:04,login
Syendhi Ardiansyah,1,2023-03-13 15:13:21,bintang eror min sedih
Margono Salim,5,2023-03-16 01:08:14,trimakasih aplikasi bantu
Cak Nur,5,2023-03-13 08:22:54,baik pesan mudikgratis
Wardoyo Abu Hasna,5,2023-12-06 01:04:30,alhamdulillah aplikasi lbh
M Jomb,5,2023-04-13 03:27:00,manfaat guna
Nina Imna (Nina),2,2023-03-13 08:28:03,ga akses
nur sulaiman,3,2023-03-13 09:30:54,login aja gak
Misya Ayra20,5,2024-03-04 14:12:32,bantu cari tiket mudik gratis kemarin mudik gratis mitra daratsemoga mudik bareng mitra darat
Nita S Lintak Dengen,2,2023-03-14 00:46:16,kota kota tuju mudik batas 
Deri Sandra,1,2023-03-13 10:32:09,ga login
Jun Arto,1,2023-03-13 11:10:50,akses
no name,3,2023-03-13 07:40:51,http failed mulu knp ya masuk wa jg mohon bantu
Eep Saepul,5,2023-03-14 03:06:28,bantu mantap
mif munir,1,2023-04-11 21:30:30,gk booking tiket min
Adjeng Zuldian,1,2023-03-13 06:21:11,nyari lokasi ny
Budi Yono,5,2023-03-14 23:15:38,bantu rakya indonesia
Darminto Massiv,1,2024-03-08 06:30:52,dr komn yg jelek tuju banget
Abdul Rohim,1,2023-03-15 02:29:43,tiket habis kirim adu direspon
Muhammad Nashiruddin Abduloh,5,2023-03-10 11:56:57,aplikasi bagus keren
Bolo Mancing,5,2023-03-13 03:46:19,aplikasi bagus moga manfaat
Humairoh Sholih,5,2023-03-15 01:30:02,alhamdulillah mudik gratis pp terima kasih mitra darat
Lia Fakhri,5,2023-03-16 05:51:30,alhamdukilah mudik kampungterimakasih kemenhup sukses
Sungkawati Puji Astuti,5,2023-03-15 04:10:24,alhamdulillah terima ksh ditjen hubdat thn mudik gratis
Yusup Sulistiyo,5,2023-12-19 10:18:12,keren bantu
Irsaa Anggrainii,5,2023-03-13 16:42:27,minn tiket habiss emang gaa ditambahin
Fathan Abdul hafiz,5,2023-03-15 02:47:49,aplikasi nya mudah
Iqbal Nur Iskandar 052,1,2023-03-15 10:03:30,bis aja udah abis kek
Dwiwidyo Utomo,5,2024-03-30 01:35:19,guna mudik
Kk Ad,5,2023-03-27 05:10:34,terima kasih bantu
ÙØ²ÙØªÙÙ Ø¨Ù ÙØ§Ø²Ù,1,2024-03-17 07:46:42,apk gak mudik gratis ko susah fftarnya apk bodoh
Budi Santoso,2,2023-03-13 07:35:50,gak login
EDWARD KHALID,5,2023-03-16 01:29:58,terima kasih fasilitas mudik gratis
Sandy Putro,5,2023-03-13 10:14:02,bagus asyik
DWI SETIAJI,5,2023-03-15 06:58:00,aplikasi lancar jaya
MADRIYANSYAH BIMA,5,2024-01-30 11:48:52,ngebantu bangetttt sih keren
Afifah Izzati Fitriathifa,1,2023-03-13 13:22:41,aplikasiny ga ga jalan
Nhoen Azza,3,2023-03-14 13:32:29,min apl buka tiket dah habis gimana cerita
Ferry Cakung,5,2023-03-13 06:34:53,mantab mudah tute info tentsng mudik
Lisa sardi,3,2024-03-13 01:34:58,buka mudik gratis nggakbisa nggak tampil jadwal armada
Ali Rokhiman,5,2023-03-15 01:56:14,layan
iwant nerazzura,1,2023-03-13 19:08:10,eror mulugiliran log kuota mudik habis
ANNAS SHOLICHIN,5,2023-04-01 02:39:16,bantu informasi mudik gratis
Andika Chanel,5,2023-03-13 08:19:16,daftar mudik taun yah
heni Wati,3,2023-03-13 10:50:45,buka daftar masuk
cahaya fajar,2,2023-04-07 18:21:24,gak masukkode verifikasi gak
Ahmad Sodikin,3,2023-03-12 15:30:35,masuk akun google ko ga ya mohon bantu min
zainal arifin,1,2023-03-13 00:16:18,assalamualaikum wrwb maaf min wilayah riau pekanbaru
Dyan An,5,2023-04-02 03:49:55,palayanannya ramah
Riyadi Syafa,2,2023-03-13 08:37:14,daftarya gak masukin imail tolak
Feren Tyas Munandar,5,2023-03-18 07:30:13,manfaat terima kasih
Indah JaviJeevan,5,2023-03-11 14:24:53,aplikasi yg keren nichad info dsni
Juni Susanto,1,2023-03-13 07:10:53,parah gilir buka daftar mudik gratis ga akses capruk
vita selviyana,5,2023-03-15 03:14:46,trimakasih mitra daratsukses
Bobby Boy Boy,5,2024-03-06 13:43:11,bantu aplikasi mitra darat mudik lebaran kampung
tri indriyani,5,2024-03-01 05:14:42,moga mudik gratis thn
Gentong Service,1,2023-03-13 07:23:49,apk gk login
Rio Anggi,5,2024-03-12 17:38:48,ok sih dapet tiket ny
Syahrul muharomi,5,2023-04-11 13:26:15,otp nya ko ga muncul yah
Jumeno Jumeno,3,2023-03-18 04:07:48,habis tiket yg tujaun jogja solo
Nouna Esa,5,2023-03-18 10:46:48,min login gk suruh masukin nomor ya trus menunyya cuman chek laik trucking bus gimana min
Luthfito Wisala,5,2023-03-15 03:09:29,terimakasih kemenhub ada mudik gratis
Anuwar Siti,5,2023-03-15 05:10:05,bantu masyarakat
Rohmat Setiawan,5,2023-03-13 08:21:09,ok dapet tiket butuh juang
Aji Putra,5,2023-03-27 05:23:45,mantap mantul manis riah cihuuyy
sigit purnomo,5,2023-03-16 02:12:03,bagus banget sngt bantu
Na na,1,2023-03-13 07:27:48,login aja dah astagfirullah
Eko Sulistiyawan,5,2023-03-11 15:58:45,mudah kouta mudik
rizki Akbar,5,2023-03-15 02:15:43,terima kasih mitra darat terimakasih
Ary Nugroho,2,2023-03-12 18:46:12,berangkat kota bandung gak
Anam 66,5,2023-03-13 15:07:44,daftar mudik gratis keren 
Siti Rojiatun,5,2023-03-15 09:24:26,terimakasih bantu rantau mudik dgn gratis
Ikhwan Halim,5,2023-03-17 03:24:45,aplikasi nya bantu
Ulya Lathifah,1,2023-03-13 13:41:48,nggak ngisi data
Sandy Putro,5,2023-03-13 09:48:21,cakep mantap
setya rini,5,2023-03-19 04:44:51,layan bagus
Arum R,5,2023-03-18 01:15:53,layan bagus
Sugeng Pribadi,5,2023-03-30 06:24:29,layan bagus
Fitriyani Fitriyani,5,2023-03-15 03:48:25,trimakasih mudik gratis
Satria Terlarang,1,2023-03-13 10:06:59,koq eror ya aplikasi
Yayan Za'i,4,2024-03-07 01:40:27,maaf min tuju arah cirebon ko ga muncul ya
Sukimin Min,1,2023-03-13 14:58:09,buka abis gimn
Suharto Nanang,5,2023-12-18 10:27:04,alh mdulillahbisa kursi
Wahyu Wahyu,3,2023-03-14 12:26:19,min mudik gratis tangerang surabaya kuwota nya udah abis sedia
Tasmi Tasmi,1,2023-03-13 10:47:04,gak loging
Hendy Usmany,5,2023-03-18 07:27:23,cepat
farhan firdaus Labib,5,2023-03-18 01:49:57,muas pokoknyapelayanan ramahtop bgt deh pokok
Arifin Ripen,5,2023-03-15 01:20:19,bantu
Rukiyah rosa,2,2023-03-13 07:17:51,blum yg mudik gilir daftar infalit
Jay Harsanto,5,2023-03-27 08:43:09,alhamdulillah daftar mudik gratis keluarga terimakasih memudahakan orang moga allah mudah
Hariyanti Hariyanti,5,2023-03-15 04:29:29,terimakasih tri hubung mudik gratis yg bantu
RDD Belang,1,2023-03-13 13:28:45,login solusi kah
Muhammad Naufal Nur Rizky Ramadhan,5,2023-03-13 09:40:18,terimakasih bantu
Agus Trisno,4,2023-03-15 10:41:39,gak dapet tiket ya
Rohid Hermansyah,5,2023-03-16 08:08:01,trimakasih layan mudik gratis
Khalid Basamalah,5,2024-03-30 01:32:08,lumayan war tiket rebut hbs
Andri Aw,3,2023-03-12 07:47:16,min kog menu juman doank gak
Mas Legiman,5,2023-04-24 09:18:54,bantu
Arie ghombing,1,2023-03-13 07:39:36,daftar mudik gratis aja susah
raka alif,3,2023-04-08 08:46:13,gabisa dapet kode otp ya
EPNU NURCAHYA,5,2024-02-22 04:39:01,kode verifikasi kirim
Dwi Riki Saputra,5,2023-03-18 03:08:12,keren percaya
Keri Keri,3,2023-03-11 01:57:23,min fiturnya nggak yg daftar mudik
Teo Fantori,5,2023-03-15 02:59:14,layan baik
Alya Kids Smile,5,2023-03-13 16:11:08,mudah mudah lancar mudik
Mitra Tea,1,2024-03-06 15:42:18,gim nih menu aktif mudik gratis tiket dah habis aja
dhinie fauziyah,5,2023-03-13 09:42:18,bantu terimakasih
Muh Hijrah,5,2024-03-13 22:18:07,aplikasi bantu
Fikri Choirudin,1,2024-03-15 01:15:09,kedip mata habis aneh bru menit abis
eM Ha,1,2024-03-22 04:01:07,rute lampung-solok
Dedik Hadi Sesuci,5,2024-03-05 06:28:45,bom menu mudik gratis 
Heri Sumadiyono,5,2024-01-31 11:26:49,top bantu
Agus Wanto,1,2024-03-06 05:22:13,payah daftar mudik gratis susah
Veronica Susi,5,2023-12-09 03:06:07,terimakasih layan dishub
Eko Setyawan,5,2024-03-07 05:48:24,mudik gratis mnit hbis smua tiket 
ALISYA RAHMAYATI,5,2023-12-17 16:54:54,aplikasi bagus
Malika N,4,2023-12-17 09:51:02,banyak mudik gratis orang kampung orang liburann
Yayu Risma,1,2024-03-16 05:04:17,kecewa download aplikasi mitra darat
app_ Crew,5,2024-03-12 02:27:41,layan
